"site_code","pre_post","longitude","latitude","cluster","site_name","Mean_SST_cl","SD_SST_cl","npp_mean","npp_min","npp_max","npp_sd","npp_interann_sd","npp_flag","wave_mean","wave_sd","wave_interann_sd","land_area_20km","reef_area_20km","pop2015_20km","depth","MMM","maxDHW","maxSSTA","Year_Pre","Year_Post","interval","clust.prepost"
"CS132","Pre",149.99043,-16.93157,1,"Chilcott Islet SW inner reef",26.40622075,1.406153409,558.2775282,353.4142454,808.386731,116.5084673,35.14621774,1,13.49075841,3.778195569,1.608327696,0.204556699,17.25,0,9,28.28011703,0,0,2013,2017,4,"Pre_1"
"CS139","Post",150.26845,-16.53378,7,"Magdelaine Cay SW",26.51517487,1.365096306,1200.515811,392.822998,2248.48999,503.6206741,144.7562409,0,16.76206124,4.84263313,2.01333955,0,60.75,0,12,28.31077766,10.03999978,2.279999949,2013,2016,3,"Post_7"
"CS139","Pre",150.26845,-16.53378,7,"Magdelaine Cay SW",26.51517487,1.365096306,1200.515811,392.822998,2248.48999,503.6206741,144.7562409,0,16.76206124,4.84263313,2.01333955,0,60.75,0,12,28.31077766,0,0,2013,2016,3,"Pre_7"
"CS140","Post",150.26973,-16.53091,7,"Magdelaine Cay gulch",26.51517487,1.365096306,1200.515811,392.822998,2248.48999,503.6206741,144.7562409,0,16.76206124,4.84263313,2.01333955,0,60.75,0,9.5,28.31077766,10.03999978,2.279999949,2013,2016,3,"Post_7"
"CS140","Pre",150.26973,-16.53091,7,"Magdelaine Cay gulch",26.51517487,1.365096306,1200.515811,392.822998,2248.48999,503.6206741,144.7562409,0,16.76206124,4.84263313,2.01333955,0,60.75,0,9.5,28.31077766,0,0,2013,2016,3,"Pre_7"
"CS141","Post",150.27712,-16.52097,7,"Magdelaine Reef Cruise Ship",26.51517487,1.365096306,1200.515811,392.822998,2248.48999,503.6206741,144.7562409,0,16.76206124,4.84263313,2.01333955,0,60.75,0,7,28.31077766,10.03999978,2.279999949,2013,2016,3,"Post_7"
"CS141","Pre",150.27712,-16.52097,7,"Magdelaine Reef Cruise Ship",26.51517487,1.365096306,1200.515811,392.822998,2248.48999,503.6206741,144.7562409,0,16.76206124,4.84263313,2.01333955,0,60.75,0,7.15,28.31077766,0,0,2013,2016,3,"Pre_7"
"CS143","Post",149.96294,-16.29907,1,"South Willis islet south",26.56409725,1.371325188,540.0744623,363.0786667,766.3354752,97.30376194,52.73269531,1,15.96832468,4.674292487,1.926310214,0.616217652,99,0,6.5,28.36961555,10.37999977,2.319999948,2013,2016,3,"Post_1"
"CS143","Pre",149.96294,-16.29907,1,"South Willis islet south",26.56409725,1.371325188,540.0744623,363.0786667,766.3354752,97.30376194,52.73269531,1,15.96832468,4.674292487,1.926310214,0.616217652,99,0,6.5,28.36961555,0,0,2013,2016,3,"Pre_1"
"CS144","Post",149.95958,-16.28601,1,"Willis Islet Dark Wall",26.56409725,1.371325188,511.5097899,322.0633367,755.5010613,96.77442787,51.48437477,1,15.83975687,4.637909126,1.903332478,0.616217652,99,0,7.5,28.36961555,10.37999977,2.319999948,2013,2016,3,"Post_1"
"CS144","Pre",149.95958,-16.28601,1,"Willis Islet Dark Wall",26.56409725,1.371325188,511.5097899,322.0633367,755.5010613,96.77442787,51.48437477,1,15.83975687,4.637909126,1.903332478,0.616217652,99,0,8.1,28.36961555,0,0,2013,2016,3,"Pre_1"
"CS145","Post",149.96138,-16.2927,1,"South Willis islet anchorage bommie",26.56409725,1.371325188,511.5097899,322.0633367,755.5010613,96.77442787,51.48437477,1,15.83975687,4.637909126,1.903332478,0.616217652,99,0,9,28.36961555,10.37999977,2.319999948,2013,2016,3,"Post_1"
"CS145","Pre",149.96138,-16.2927,1,"South Willis islet anchorage bommie",26.56409725,1.371325188,511.5097899,322.0633367,755.5010613,96.77442787,51.48437477,1,15.83975687,4.637909126,1.903332478,0.616217652,99,0,9,28.36961555,0,0,2013,2016,3,"Pre_1"
"CS146","Post",147.84345,-16.49974,1,"Holmes South Cay Inner Reef",26.47688866,1.518971322,605.2635291,421.7403259,895.8731934,111.0568044,25.09567521,1,14.53334861,4.617828988,1.803856124,0.205050005,58,0,7,28.48912048,9.649999784,2.159999952,2013,2016,3,"Post_1"
"CS146","Pre",147.84345,-16.49974,1,"Holmes South Cay Inner Reef",26.47688866,1.518971322,605.2635291,421.7403259,895.8731934,111.0568044,25.09567521,1,14.53334861,4.617828988,1.803856124,0.205050005,58,0,7,28.48912048,0,0,2013,2016,3,"Pre_1"
"CS147","Post",147.84033,-16.51274,1,"Holmes Reef Cay Buoy Wall",26.46475967,1.523042342,564.3459576,440.696991,750.7237915,88.19764398,18.908235,0,14.83343402,4.700932971,1.837590965,0.205050005,58,0,8,28.48080635,9.429999789,2.169999951,2013,2016,3,"Post_1"
"CS147","Pre",147.84033,-16.51274,1,"Holmes Reef Cay Buoy Wall",26.46475967,1.523042342,564.3459576,440.696991,750.7237915,88.19764398,18.908235,0,14.83343402,4.700932971,1.837590965,0.205050005,58,0,8.35,28.48080635,0,0,2013,2016,3,"Pre_1"
"CS148","Post",147.84016,-16.50813,1,"Holmes South Cay South Reef",26.46475967,1.523042342,564.3459576,440.696991,750.7237915,88.19764398,18.908235,0,14.83343402,4.700932971,1.837590965,0.205050005,58,0,11,28.48080635,9.429999789,2.169999951,2013,2016,3,"Post_1"
"CS148","Pre",147.84016,-16.50813,1,"Holmes South Cay South Reef",26.46475967,1.523042342,564.3459576,440.696991,750.7237915,88.19764398,18.908235,0,14.83343402,4.700932971,1.837590965,0.205050005,58,0,11,28.48080635,0,0,2013,2016,3,"Pre_1"
"CS149","Post",147.84137,-16.50487,1,"Holmes South Cay South Inner Reef",26.46475967,1.523042342,564.3459576,440.696991,750.7237915,88.19764398,18.908235,0,14.83343402,4.700932971,1.837590965,0.205050005,58,0,8,28.48080635,9.429999789,2.169999951,2013,2016,3,"Post_1"
"CS149","Pre",147.84137,-16.50487,1,"Holmes South Cay South Inner Reef",26.46475967,1.523042342,564.3459576,440.696991,750.7237915,88.19764398,18.908235,0,14.83343402,4.700932971,1.837590965,0.205050005,58,0,8,28.48080635,0,0,2013,2016,3,"Pre_1"
"CS15","Post",150.00647,-16.92247,1,"Chilcott Bommie",26.39959812,1.402978955,563.8611307,349.089414,783.2212006,119.4499905,38.80415834,1,13.64472862,3.810286197,1.620590657,0.204556699,17.25,0,14,28.26583862,8.399999812,2.329999948,2012,2017,5,"Post_1"
"CS15","Pre",150.00647,-16.92247,1,"Chilcott Bommie",26.39959812,1.402978955,563.8611307,349.089414,783.2212006,119.4499905,38.80415834,1,13.64472862,3.810286197,1.620590657,0.204556699,17.25,0,14,28.26583862,0,0,2012,2017,5,"Pre_1"
"CS150","Post",147.84932,-16.49493,1,"Holmes Reef South Cay Swim through",26.47688866,1.518971322,605.2635291,421.7403259,895.8731934,111.0568044,25.09567521,1,14.53334861,4.617828988,1.803856124,0.205050005,58,0,4,28.48912048,9.649999784,2.159999952,2013,2016,3,"Post_1"
"CS150","Pre",147.84932,-16.49493,1,"Holmes Reef South Cay Swim through",26.47688866,1.518971322,605.2635291,421.7403259,895.8731934,111.0568044,25.09567521,1,14.53334861,4.617828988,1.803856124,0.205050005,58,0,4.55,28.48912048,0,0,2013,2016,3,"Pre_1"
"CS151","Post",147.86608,-16.47592,1,"Holmes N Cay anchorage",26.47304583,1.517630873,605.2635291,421.7403259,895.8731934,111.0568044,25.09567521,1,14.53334861,4.617828988,1.803856124,0.205050005,102.5,0,7.5,28.48744774,9.629999785,2.209999951,2013,2016,3,"Post_1"
"CS151","Pre",147.86608,-16.47592,1,"Holmes N Cay anchorage",26.47304583,1.517630873,605.2635291,421.7403259,895.8731934,111.0568044,25.09567521,1,14.53334861,4.617828988,1.803856124,0.205050005,102.5,0,7.5,28.48744774,0,0,2013,2016,3,"Pre_1"
"CS153","Post",146.62455,-13.85535,1,"Inner Osprey East",26.80614869,1.456880782,553.6866416,369.4803314,741.2682543,102.7571296,34.18457596,1,16.68251706,6.885262262,1.95303071,0,78.75,0,7.25,28.6871376,11.92999973,2.309999948,2013,2016,3,"Post_1"
"CS153","Pre",146.62455,-13.85535,1,"Inner Osprey East",26.80614869,1.456880782,553.6866416,369.4803314,741.2682543,102.7571296,34.18457596,1,16.68251706,6.885262262,1.95303071,0,78.75,0,7.25,28.6871376,0,0,2013,2016,3,"Pre_1"
"CS155","Post",146.55312,-13.8914,7,"Osprey Pass South",26.80084912,1.458508911,950.5023136,649.2591756,1325.231157,134.7042682,58.92591468,1,14.4147459,5.92323573,1.65742035,0,78.75,0,8.5,28.68905067,11.81999974,2.279999949,2013,2016,3,"Post_7"
"CS155","Pre",146.55312,-13.8914,7,"Osprey Pass South",26.80084912,1.458508911,950.5023136,649.2591756,1325.231157,134.7042682,58.92591468,1,14.4147459,5.92323573,1.65742035,0,78.75,0,8.25,28.68905067,0,0,2013,2016,3,"Pre_7"
"CS156","Post",146.56243,-13.88295,4,"Osprey Pass",26.80084912,1.458508911,950.5023136,649.2591756,1325.231157,134.7042682,58.92591468,1,14.4147459,5.92323573,1.65742035,0,78.75,0,7,28.68905067,11.81999974,2.279999949,2013,2016,3,"Post_4"
"CS156","Pre",146.56243,-13.88295,4,"Osprey Pass",26.80084912,1.458508911,950.5023136,649.2591756,1325.231157,134.7042682,58.92591468,1,14.4147459,5.92323573,1.65742035,0,78.75,0,4.5,28.68905067,0,0,2013,2016,3,"Pre_4"
"CS157","Post",146.5576,-13.8954,7,"Osprey Pass Channel",26.80084912,1.458508911,950.5023136,649.2591756,1325.231157,134.7042682,58.92591468,1,14.4147459,5.92323573,1.65742035,0,78.75,0,8.5,28.68905067,11.81999974,2.279999949,2013,2016,3,"Post_7"
"CS157","Pre",146.5576,-13.8954,7,"Osprey Pass Channel",26.80084912,1.458508911,950.5023136,649.2591756,1325.231157,134.7042682,58.92591468,1,14.4147459,5.92323573,1.65742035,0,78.75,0,9,28.68905067,0,0,2013,2016,3,"Pre_7"
"CS158","Post",146.57765,-13.87003,7,"Osprey Castle",26.80084912,1.458508911,973.8210404,671.4751765,1359.145996,136.034556,60.52361042,1,14.60699073,6.094506447,1.686336869,0,78.75,0,11.25,28.68905067,11.81999974,2.279999949,2013,2016,3,"Post_7"
"CS158","Pre",146.57765,-13.87003,7,"Osprey Castle",26.80084912,1.458508911,973.8210404,671.4751765,1359.145996,136.034556,60.52361042,1,14.60699073,6.094506447,1.686336869,0,78.75,0,7.5,28.68905067,0,0,2013,2016,3,"Pre_7"
"CS16","Post",150.01143,-16.92251,1,"Chilcott NE",26.39959812,1.402978955,563.8611307,349.089414,783.2212006,119.4499905,38.80415834,1,13.64472862,3.810286197,1.620590657,0.204556699,17.25,0,6.5,28.26583862,8.399999812,2.329999948,2012,2017,5,"Post_1"
"CS16","Pre",150.01143,-16.92251,1,"Chilcott NE",26.39959812,1.402978955,563.8611307,349.089414,783.2212006,119.4499905,38.80415834,1,13.64472862,3.810286197,1.620590657,0.204556699,17.25,0,6.5,28.26583862,0,0,2012,2017,5,"Pre_1"
"CS17","Post",149.90476,-16.97162,1,"SW South West Islet",26.39262597,1.411032317,590.254984,437.9720735,810.87744,104.1445806,35.54754473,1,13.53335994,3.827995729,1.640892869,0.204556699,31.25,0,6.5,28.27536774,7.999999821,2.349999947,2012,2017,5,"Post_1"
"CS17","Pre",149.90476,-16.97162,1,"SW South West Islet",26.39262597,1.411032317,590.254984,437.9720735,810.87744,104.1445806,35.54754473,1,13.53335994,3.827995729,1.640892869,0.204556699,31.25,0,6.5,28.27536774,0,0,2012,2017,5,"Pre_1"
"CS171","Post",147.0903,-15.48855,7,"Bougainville Reef southwest",26.66940006,1.499745898,785.5857496,401.9490051,1493.795044,271.1358823,68.6656168,0,15.24320079,5.441856169,1.871494305,0,12.75,0,10,28.58748436,10.86999976,2.489999944,2015,2016,1,"Post_7"
"CS171","Pre",147.0903,-15.48855,7,"Bougainville Reef southwest",26.66940006,1.499745898,785.5857496,401.9490051,1493.795044,271.1358823,68.6656168,0,15.24320079,5.441856169,1.871494305,0,12.75,0,10,28.58748436,0,0,2015,2016,1,"Pre_7"
"CS172","Post",147.0993,-15.48253,7,"Bougainville Reef W central",26.66940006,1.499745898,785.5857496,401.9490051,1493.795044,271.1358823,68.6656168,0,15.24320079,5.441856169,1.871494305,0,12.75,0,10,28.58748436,10.86999976,2.489999944,2015,2016,1,"Post_7"
"CS172","Pre",147.0993,-15.48253,7,"Bougainville Reef W central",26.66940006,1.499745898,785.5857496,401.9490051,1493.795044,271.1358823,68.6656168,0,15.24320079,5.441856169,1.871494305,0,12.75,0,9.5,28.58748436,0,0,2015,2016,1,"Pre_7"
"CS173","Post",147.10716,-15.48885,4,"Bougainville Reef lagoon",26.67396768,1.496951193,785.5857496,401.9490051,1493.795044,271.1358823,68.6656168,0,15.24320079,5.441856169,1.871494305,0,12.75,0,4,28.58984184,10.64999976,2.499999944,2015,2016,1,"Post_4"
"CS173","Pre",147.10716,-15.48885,4,"Bougainville Reef lagoon",26.67396768,1.496951193,785.5857496,401.9490051,1493.795044,271.1358823,68.6656168,0,15.24320079,5.441856169,1.871494305,0,12.75,0,2.1,28.58984184,0,0,2015,2016,1,"Pre_4"
"CS174","Post",147.10759,-15.48433,4,"Bougainville Reef Lagoon East",26.67396768,1.496951193,785.5857496,401.9490051,1493.795044,271.1358823,68.6656168,0,15.24320079,5.441856169,1.871494305,0,12.75,0,2.1,28.58984184,10.64999976,2.499999944,2015,2016,1,"Post_4"
"CS174","Pre",147.10759,-15.48433,4,"Bougainville Reef Lagoon East",26.67396768,1.496951193,785.5857496,401.9490051,1493.795044,271.1358823,68.6656168,0,15.24320079,5.441856169,1.871494305,0,12.75,0,2,28.58984184,0,0,2015,2016,1,"Pre_4"
"CS175","Post",147.08723,-15.4908,7,"Bougainville Reef point",26.66940006,1.499745898,785.5857496,401.9490051,1493.795044,271.1358823,68.6656168,0,15.24320079,5.441856169,1.871494305,0,12.75,0,10,28.58748436,10.86999976,2.489999944,2015,2016,1,"Post_7"
"CS175","Pre",147.08723,-15.4908,7,"Bougainville Reef point",26.66940006,1.499745898,785.5857496,401.9490051,1493.795044,271.1358823,68.6656168,0,15.24320079,5.441856169,1.871494305,0,12.75,0,10,28.58748436,0,0,2015,2016,1,"Pre_7"
"CS176","Post",147.10453,-15.48135,7,"Bougainville Reef inlet",26.67396768,1.496951193,785.5857496,401.9490051,1493.795044,271.1358823,68.6656168,0,15.24320079,5.441856169,1.871494305,0,12.75,0,8.5,28.58984184,10.64999976,2.499999944,2015,2016,1,"Post_7"
"CS176","Pre",147.10453,-15.48135,7,"Bougainville Reef inlet",26.67396768,1.496951193,785.5857496,401.9490051,1493.795044,271.1358823,68.6656168,0,15.24320079,5.441856169,1.871494305,0,12.75,0,8.5,28.58984184,0,0,2015,2016,1,"Pre_7"
"CS177","Post",146.69139,-13.98559,7,"Osprey Reef Lagoon South",26.79841391,1.453904009,648.35591,383.2256673,1023.183218,146.7919281,40.66771536,1,15.82605355,6.463879901,1.873700419,0,58.5,0,13.5,28.67809486,12.26999973,2.23999995,2015,2016,1,"Post_7"
"CS177","Pre",146.69139,-13.98559,7,"Osprey Reef Lagoon South",26.79841391,1.453904009,648.35591,383.2256673,1023.183218,146.7919281,40.66771536,1,15.82605355,6.463879901,1.873700419,0,58.5,0,13.75,28.67809486,0,0,2015,2016,1,"Pre_7"
"CS178","Post",146.69067,-13.99381,4,"Osprey South reef flat",26.79841391,1.453904009,648.35591,383.2256673,1023.183218,146.7919281,40.66771536,1,15.82605355,6.463879901,1.873700419,0,58.5,0,1.5,28.67809486,12.26999973,2.23999995,2015,2016,1,"Post_4"
"CS178","Pre",146.69067,-13.99381,4,"Osprey South reef flat",26.79841391,1.453904009,648.35591,383.2256673,1023.183218,146.7919281,40.66771536,1,15.82605355,6.463879901,1.873700419,0,58.5,0,1.5,28.67809486,0,0,2015,2016,1,"Pre_4"
"CS179","Post",146.67549,-13.97563,7,"Osprey south bommie",26.79841391,1.453904009,648.35591,383.2256673,1023.183218,146.7919281,40.66771536,1,15.82605355,6.463879901,1.873700419,0,58.5,0,8,28.67809486,12.26999973,2.23999995,2015,2016,1,"Post_7"
"CS179","Pre",146.67549,-13.97563,7,"Osprey south bommie",26.79841391,1.453904009,648.35591,383.2256673,1023.183218,146.7919281,40.66771536,1,15.82605355,6.463879901,1.873700419,0,58.5,0,9.5,28.67809486,0,0,2015,2016,1,"Pre_7"
"CS18","Post",149.90547,-16.96134,1,"South West Islet Bommie",26.39262597,1.411032317,561.8001804,411.4120646,752.7998907,102.6364834,36.62269529,1,13.59502539,3.850600004,1.644830705,0.204556699,31.25,0,10,28.27536774,7.999999821,2.349999947,2012,2017,5,"Post_1"
"CS18","Pre",149.90547,-16.96134,1,"South West Islet Bommie",26.39262597,1.411032317,561.8001804,411.4120646,752.7998907,102.6364834,36.62269529,1,13.59502539,3.850600004,1.644830705,0.204556699,31.25,0,10,28.27536774,0,0,2012,2017,5,"Pre_1"
"CS180","Post",146.66721,-13.96688,7,"Osprey S W Bommie",26.79841391,1.453904009,648.35591,383.2256673,1023.183218,146.7919281,40.66771536,1,15.82605355,6.463879901,1.873700419,0,58.5,0,9,28.67809486,12.26999973,2.23999995,2015,2016,1,"Post_7"
"CS180","Pre",146.66721,-13.96688,7,"Osprey S W Bommie",26.79841391,1.453904009,648.35591,383.2256673,1023.183218,146.7919281,40.66771536,1,15.82605355,6.463879901,1.873700419,0,58.5,0,9.5,28.67809486,0,0,2015,2016,1,"Pre_7"
"CS181","Post",146.6806,-13.96617,4,"Osprey S E Lagoon",26.79841391,1.453904009,648.35591,383.2256673,1023.183218,146.7919281,40.66771536,1,15.82605355,6.463879901,1.873700419,0,58.5,0,4.75,28.67809486,12.26999973,2.23999995,2015,2016,1,"Post_4"
"CS181","Pre",146.6806,-13.96617,4,"Osprey S E Lagoon",26.79841391,1.453904009,648.35591,383.2256673,1023.183218,146.7919281,40.66771536,1,15.82605355,6.463879901,1.873700419,0,58.5,0,4.75,28.67809486,0,0,2015,2016,1,"Pre_4"
"CS182","Post",146.57249,-13.89028,7,"Osprey Lagoon entrance bommie",26.80084912,1.458508911,950.5023136,649.2591756,1325.231157,134.7042682,58.92591468,1,14.4147459,5.92323573,1.65742035,0,78.75,0,7.75,28.68905067,11.81999974,2.279999949,2015,2016,1,"Post_7"
"CS182","Pre",146.57249,-13.89028,7,"Osprey Lagoon entrance bommie",26.80084912,1.458508911,950.5023136,649.2591756,1325.231157,134.7042682,58.92591468,1,14.4147459,5.92323573,1.65742035,0,78.75,0,8.5,28.68905067,0,0,2015,2016,1,"Pre_7"
"CS183","Post",146.56733,-13.88715,7,"Osprey Lagoon Entrance NW Bommie",26.80084912,1.458508911,950.5023136,649.2591756,1325.231157,134.7042682,58.92591468,1,14.4147459,5.92323573,1.65742035,0,78.75,0,6.5,28.68905067,11.81999974,2.279999949,2015,2016,1,"Post_7"
"CS183","Pre",146.56733,-13.88715,7,"Osprey Lagoon Entrance NW Bommie",26.80084912,1.458508911,950.5023136,649.2591756,1325.231157,134.7042682,58.92591468,1,14.4147459,5.92323573,1.65742035,0,78.75,0,7.75,28.68905067,0,0,2015,2016,1,"Pre_7"
"CS184","Post",146.54613,-13.80117,7,"Osprey Reef North Horn",26.80534379,1.457273647,818.7632354,578.105334,1146.654325,123.3897309,56.34619953,1,16.36112821,6.870949948,1.92306801,0,40,0,14,28.69410324,11.72999974,2.359999947,2015,2016,1,"Post_7"
"CS184","Pre",146.54613,-13.80117,7,"Osprey Reef North Horn",26.80534379,1.457273647,818.7632354,578.105334,1146.654325,123.3897309,56.34619953,1,16.36112821,6.870949948,1.92306801,0,40,0,10,28.69410324,0,0,2015,2016,1,"Pre_7"
"CS185","Post",144.44918,-10.44533,4,"Ashmore reef lagoon South",26.85025056,1.375671951,736.8107613,516.7382253,1043.439203,118.5968024,53.75864276,1,15.75321679,8.823806164,1.833137017,0,334.75,0,3.25,28.47545433,9.039999798,2.329999948,2015,2016,1,"Post_4"
"CS185","Pre",144.44918,-10.44533,4,"Ashmore reef lagoon South",26.85025056,1.375671951,736.8107613,516.7382253,1043.439203,118.5968024,53.75864276,1,15.75321679,8.823806164,1.833137017,0,334.75,0,2.25,28.47545433,0,0,2015,2016,1,"Pre_4"
"CS186","Post",144.45243,-10.43422,7,"Ashmore South bommie",26.85519663,1.375965565,736.8107613,516.7382253,1043.439203,118.5968024,53.75864276,1,15.75321679,8.823806164,1.833137017,0,374,0,8.5,28.48368073,9.489999788,2.359999947,2015,2016,1,"Post_7"
"CS186","Pre",144.45243,-10.43422,7,"Ashmore South bommie",26.85519663,1.375965565,736.8107613,516.7382253,1043.439203,118.5968024,53.75864276,1,15.75321679,8.823806164,1.833137017,0,374,0,8.5,28.48368073,0,0,2015,2016,1,"Pre_7"
"CS187","Post",144.45293,-10.44136,4,"Ashmore South lagoon shore",26.85519663,1.375965565,736.8107613,516.7382253,1043.439203,118.5968024,53.75864276,1,15.75321679,8.823806164,1.833137017,0,374,0,3.05,28.48368073,9.489999788,2.359999947,2015,2016,1,"Post_4"
"CS187","Pre",144.45293,-10.44136,4,"Ashmore South lagoon shore",26.85519663,1.375965565,736.8107613,516.7382253,1043.439203,118.5968024,53.75864276,1,15.75321679,8.823806164,1.833137017,0,374,0,3.05,28.48368073,0,0,2015,2016,1,"Pre_4"
"CS188","Post",144.43016,-10.44121,7,"Ashmore Rf Lagoon Bommie SW",26.85025056,1.375671951,736.8107613,516.7382253,1043.439203,118.5968024,53.75864276,1,15.75321679,8.823806164,1.833137017,0,334.75,0,8,28.47545433,9.039999798,2.329999948,2015,2016,1,"Post_7"
"CS188","Pre",144.43016,-10.44121,7,"Ashmore Rf Lagoon Bommie SW",26.85025056,1.375671951,736.8107613,516.7382253,1043.439203,118.5968024,53.75864276,1,15.75321679,8.823806164,1.833137017,0,334.75,0,8,28.47545433,0,0,2015,2016,1,"Pre_7"
"CS189","Post",144.43347,-10.44697,4,"Ashmore Rf Lagoon SW",26.85025056,1.375671951,736.8107613,516.7382253,1043.439203,118.5968024,53.75864276,1,15.75321679,8.823806164,1.833137017,0,334.75,0,3.25,28.47545433,9.039999798,2.329999948,2015,2016,1,"Post_4"
"CS189","Pre",144.43347,-10.44697,4,"Ashmore Rf Lagoon SW",26.85025056,1.375671951,736.8107613,516.7382253,1043.439203,118.5968024,53.75864276,1,15.75321679,8.823806164,1.833137017,0,334.75,0,3.25,28.47545433,0,0,2015,2016,1,"Pre_4"
"CS190","Post",144.5215,-10.29918,4,"Ashmore Reef lagoon east entrance",26.86154461,1.356393227,1028.625252,767.9559725,1330.171529,133.797753,79.1224106,1,15.51430597,8.674984008,1.780537596,0,587.25,0,8,28.45208168,9.599999785,2.499999944,2015,2016,1,"Post_4"
"CS190","Pre",144.5215,-10.29918,4,"Ashmore Reef lagoon east entrance",26.86154461,1.356393227,1028.625252,767.9559725,1330.171529,133.797753,79.1224106,1,15.51430597,8.674984008,1.780537596,0,587.25,0,7,28.45208168,0,0,2015,2016,1,"Pre_4"
"CS191","Post",144.53391,-10.37448,4,"Ashmore Rf Lagoon East Bommie",26.85943858,1.370277924,843.6462141,625.8260252,1143.090224,125.6163351,66.3895071,1,15.61973585,8.721626527,1.796770133,0,374,0,9.5,28.47990417,9.889999779,2.419999946,2015,2016,1,"Post_4"
"CS191","Pre",144.53391,-10.37448,4,"Ashmore Rf Lagoon East Bommie",26.85943858,1.370277924,843.6462141,625.8260252,1143.090224,125.6163351,66.3895071,1,15.61973585,8.721626527,1.796770133,0,374,0,7,28.47990417,0,0,2015,2016,1,"Pre_4"
"CS193","Post",144.69198,-10.03875,7,"Boot Rf Wall",26.93708738,1.339617736,835.2871103,578.3785807,1157.122084,138.4840361,64.60952632,1,15.18578941,8.448684852,1.707982056,0,32.75,0,9,28.46976852,11.22999975,2.67999994,2015,2016,1,"Post_7"
"CS193","Pre",144.69198,-10.03875,7,"Boot Rf Wall",26.93708738,1.339617736,835.2871103,578.3785807,1157.122084,138.4840361,64.60952632,1,15.18578941,8.448684852,1.707982056,0,32.75,0,9,28.46976852,0,0,2015,2016,1,"Pre_7"
"CS195","Post",144.5954,-10.21767,7,"Ashmore North East Entrance",26.87410704,1.352865153,975.90969,741.918335,1287.799967,133.5237695,69.90438162,0,15.34099598,8.540077697,1.739580406,0,443.25,0,9,28.45299721,10.08999977,2.579999942,2015,2016,1,"Post_7"
"CS195","Pre",144.5954,-10.21767,7,"Ashmore North East Entrance",26.87410704,1.352865153,975.90969,741.918335,1287.799967,133.5237695,69.90438162,0,15.34099598,8.540077697,1.739580406,0,443.25,0,9,28.45299721,0,0,2015,2016,1,"Pre_7"
"CS197","Post",144.58955,-10.22733,7,"Ashmore NE Bommie",26.87410704,1.352865153,975.90969,741.918335,1287.799967,133.5237695,69.90438162,0,15.34099598,8.540077697,1.739580406,0,443.25,0,8,28.45299721,10.08999977,2.579999942,2015,2016,1,"Post_7"
"CS197","Pre",144.58955,-10.22733,7,"Ashmore NE Bommie",26.87410704,1.352865153,975.90969,741.918335,1287.799967,133.5237695,69.90438162,0,15.34099598,8.540077697,1.739580406,0,443.25,0,9,28.45299721,0,0,2015,2016,1,"Pre_7"
"CS198","Post",144.58684,-10.23257,4,"Ashmore NE Lagoon",26.87410704,1.352865153,975.90969,741.918335,1287.799967,133.5237695,69.90438162,0,15.34099598,8.540077697,1.739580406,0,443.25,0,5.5,28.45299721,10.08999977,2.579999942,2015,2016,1,"Post_4"
"CS198","Pre",144.58684,-10.23257,4,"Ashmore NE Lagoon",26.87410704,1.352865153,975.90969,741.918335,1287.799967,133.5237695,69.90438162,0,15.34099598,8.540077697,1.739580406,0,443.25,0,5.5,28.45299721,0,0,2015,2016,1,"Pre_4"
"CS2","Post",152.21197,-19.28441,1,"Brodie Cay NW",25.77992646,1.537101042,564.1330742,383.1545773,802.5923262,117.7356309,20.4246317,1,17.36667143,5.19702676,2.06691991,0,45.25,0,6.05,27.81085968,3.049999932,1.859999958,2012,2016.4,4.4,"Post_1"
"CS2","Pre",152.21197,-19.28441,1,"Brodie Cay NW",25.77992646,1.537101042,564.1330742,383.1545773,802.5923262,117.7356309,20.4246317,1,17.36667143,5.19702676,2.06691991,0,45.25,0,6.05,27.81085968,0,0,2012,2016.4,4.4,"Pre_1"
"CS20","Post",155.53484,-23.24725,2,"Cato Bommies",24.52888711,1.707727245,633.5232389,369.0546207,1039.605032,198.2136269,40.3896047,1,22.53482329,6.439692416,2.37620727,0.393033812,68.75,0,8,26.84804344,0,2.209999951,2013,2017,4,"Post_2"
"CS20","Pre",155.53484,-23.24725,2,"Cato Bommies",24.52888711,1.707727245,633.5232389,369.0546207,1039.605032,198.2136269,40.3896047,1,22.53482329,6.439692416,2.37620727,0.393033812,68.75,0,10.5,26.84804344,0,0,2013,2017,4,"Pre_2"
"CS200","Post",144.45777,-10.11558,7,"Ashmore Reef NW slope",26.87723176,1.335321796,1029.363297,713.3060574,1565.094981,180.4313539,65.22939267,1,14.95396657,8.455298553,1.708182833,0,369.5,0,8.5,28.41783714,10.75999976,2.66999994,2015,2016,1,"Post_7"
"CS200","Pre",144.45777,-10.11558,7,"Ashmore Reef NW slope",26.87723176,1.335321796,1029.363297,713.3060574,1565.094981,180.4313539,65.22939267,1,14.95396657,8.455298553,1.708182833,0,369.5,0,8.5,28.41783714,0,0,2015,2016,1,"Pre_7"
"CS204","Post",144.68513,-10.10505,7,"Boot Rock NW",26.91428947,1.350662576,761.5345349,509.3113302,1028.922134,126.8763047,61.64349575,1,15.24741357,8.459967034,1.713187242,0,126,0,14,28.47512054,10.83999976,2.659999941,2015,2016,1,"Post_7"
