"site_code","pre_post","longitude","latitude","cluster","site_name","Mean_SST_cl","SD_SST_cl","npp_mean","npp_min","npp_max","npp_sd","npp_interann_sd","npp_flag","wave_mean","wave_sd","wave_interann_sd","land_area_20km","reef_area_20km","pop2015_20km","depth","MMM","maxDHW","maxSSTA","Year_Pre","Year_Post","interval","clust.prepost"
"GBR2","Pre",152.41618,-23.89878,3,"Lady Musgrave Lagoon N",24.22214492,2.086426047,1061.691024,815.650457,1388.248085,164.6085917,68.95200434,1,9.064255266,3.247001283,1.207305092,0.782538478,67.75,0,3.5,27.11719322,0,0,2015,2017,2,"Pre_3"
"GBR213","Post",145.99349,-16.52825,4,"Hastings Reef",26.21037992,1.901527361,1146.820481,846.3830109,1961.781786,244.0072893,112.8810727,1,7.287946508,2.474228604,0.813097649,0.204913573,198,0,7,28.6825695,4.729999894,2.609999942,2010,2017,7,"Post_4"
"GBR213","Pre",145.99349,-16.52825,4,"Hastings Reef",26.21037992,1.901527361,1146.820481,846.3830109,1961.781786,244.0072893,112.8810727,1,7.287946508,2.474228604,0.813097649,0.204913573,198,0,6,28.6825695,0,0,2010,2017,7,"Pre_4"
"GBR217","Post",145.8291,-15.9758,4,"Agincourt Reef - The Gap",26.30518468,1.786393677,725.7276096,514.5587082,1122.831062,141.7590174,74.02228214,2,10.01210217,3.680892626,1.188493459,0,229,0,6,28.67864609,6.059999865,2.389999947,2010,2017,7,"Post_4"
"GBR217","Pre",145.8291,-15.9758,4,"Agincourt Reef - The Gap",26.30518468,1.786393677,725.7276096,514.5587082,1122.831062,141.7590174,74.02228214,2,10.01210217,3.680892626,1.188493459,0,229,0,5.7,28.67864609,0,0,2010,2017,7,"Pre_4"
"GBR218","Post",145.81968,-15.96846,4,"Agincourt Reef - The Point",26.30518468,1.786393677,725.7276096,514.5587082,1122.831062,141.7590174,74.02228214,2,10.01210217,3.680892626,1.188493459,0,229,0,6.25,28.67864609,6.059999865,2.389999947,2010,2017,7,"Post_4"
"GBR218","Pre",145.81968,-15.96846,4,"Agincourt Reef - The Point",26.30518468,1.786393677,725.7276096,514.5587082,1122.831062,141.7590174,74.02228214,2,10.01210217,3.680892626,1.188493459,0,229,0,4.6,28.67864609,0,0,2010,2017,7,"Pre_4"
"GBR223","Post",145.46565,-14.68717,7,"Blue Lagoon Channel",26.27208328,1.813280697,645.2723484,432.8566681,1041.70815,116.3491606,56.53800158,1,6.122168777,2.385592704,0.661106744,12.20329613,187.5,0,6.5,28.5663147,8.609999808,2.579999942,2010,2017,7,"Post_7"
"GBR223","Pre",145.46565,-14.68717,7,"Blue Lagoon Channel",26.27208328,1.813280697,645.2723484,432.8566681,1041.70815,116.3491606,56.53800158,1,6.122168777,2.385592704,0.661106744,12.20329613,187.5,0,8,28.5663147,0,0,2010,2017,7,"Pre_7"
"GBR224","Post",145.44327,-14.68708,4,"Horseshoe Reef",26.24372784,1.859604363,670.4153853,474.4429184,1024.545812,106.5770055,58.88730144,2,3.739888869,1.382689119,0.380610977,13.03075405,94.5,0,3.75,28.583601,8.629999807,2.609999942,2010,2017,7,"Post_4"
"GBR224","Pre",145.44327,-14.68708,4,"Horseshoe Reef",26.24372784,1.859604363,670.4153853,474.4429184,1024.545812,106.5770055,58.88730144,2,3.739888869,1.382689119,0.380610977,13.03075405,94.5,0,3,28.583601,0,0,2010,2017,7,"Pre_4"
"GBR231","Post",145.44851,-14.65101,7,"Cobia Hole",26.24372784,1.859604363,661.1197517,471.1867538,893.8597626,93.50102023,57.86644146,1,5.481833163,2.169664643,0.599099561,13.03075405,94.5,0,15.5,28.583601,8.629999807,2.609999942,2015,2017,2,"Post_7"
"GBR231","Pre",145.44851,-14.65101,7,"Cobia Hole",26.24372784,1.859604363,661.1197517,471.1867538,893.8597626,93.50102023,57.86644146,1,5.481833163,2.169664643,0.599099561,13.03075405,94.5,0,15.5,28.583601,0,0,2015,2017,2,"Pre_7"
"GBR232","Post",145.45386,-14.6461,4,"Mermaid Cove north",26.29618645,1.784165584,661.1197517,471.1867538,893.8597626,93.50102023,57.86644146,1,5.481833163,2.169664643,0.599099561,11.37653057,169,0,4.5,28.56564522,9.509999787,2.529999943,2010,2017,7,"Post_4"
"GBR232","Pre",145.45386,-14.6461,4,"Mermaid Cove north",26.29618645,1.784165584,661.1197517,471.1867538,893.8597626,93.50102023,57.86644146,1,5.481833163,2.169664643,0.599099561,11.37653057,169,0,5.5,28.56564522,0,0,2010,2017,7,"Pre_4"
"GBR234","Post",145.45471,-14.64524,4,"Mermaid dropoff north",26.29618645,1.784165584,670.4153853,474.4429184,1024.545812,106.5770055,58.88730144,1,7.687052472,3.091548039,0.857789098,11.37653057,169,0,5.75,28.56564522,9.509999787,2.529999943,2010,2017,7,"Post_4"
"GBR234","Pre",145.45471,-14.64524,4,"Mermaid dropoff north",26.29618645,1.784165584,670.4153853,474.4429184,1024.545812,106.5770055,58.88730144,1,7.687052472,3.091548039,0.857789098,11.37653057,169,0,7,28.56564522,0,0,2010,2017,7,"Pre_4"
"GBR24","Post",149.13292,-19.81261,4,"Hook Reef Passage",25.44409704,2.163958175,1371.962219,950.4266534,2014.781647,270.9911585,66.4639479,1,5.890755444,1.526727446,0.624940703,0,216.25,0,5.5,28.15760612,2.609999942,2.169999951,2015,2016,1,"Post_4"
"GBR24","Pre",149.13292,-19.81261,4,"Hook Reef Passage",25.44409704,2.163958175,1371.962219,950.4266534,2014.781647,270.9911585,66.4639479,1,5.890755444,1.526727446,0.624940703,0,216.25,0,5,28.15760612,0,0,2015,2016,1,"Pre_4"
"GBR243","Post",151.75731,-23.53652,3,"Masthead Site 3",23.90876214,2.417687389,1383.370092,1021.29452,1811.582319,197.7714786,116.9786178,2,5.627761348,1.95431213,0.687166065,0.588402604,194.25,0,9.05,27.14776611,0,1.699999962,2015,2017,2,"Post_3"
"GBR243","Pre",151.75731,-23.53652,3,"Masthead Site 3",23.90876214,2.417687389,1383.370092,1021.29452,1811.582319,197.7714786,116.9786178,2,5.627761348,1.95431213,0.687166065,0.588402604,194.25,0,9.05,27.14776611,0,0,2015,2017,2,"Pre_3"
"GBR248","Post",151.7747,-23.49835,3,"Erskyne Island Site 1",23.9530522,2.375504193,1383.370092,1021.29452,1811.582319,197.7714786,116.9786178,2,5.755215074,1.998546082,0.695927589,0.588402604,194.25,0,5.05,27.15234947,0,1.699999962,2015,2017,2,"Post_3"
"GBR248","Pre",151.7747,-23.49835,3,"Erskyne Island Site 1",23.9530522,2.375504193,1383.370092,1021.29452,1811.582319,197.7714786,116.9786178,2,5.755215074,1.998546082,0.695927589,0.588402604,194.25,0,5.05,27.15234947,0,0,2015,2017,2,"Pre_3"
"GBR25","Post",149.13617,-19.81349,4,"Hook Reef1",25.44409704,2.163958175,1371.962219,950.4266534,2014.781647,270.9911585,66.4639479,1,5.890755444,1.526727446,0.624940703,0,216.25,0,3.375,28.15760612,2.609999942,2.169999951,2015,2016.5,1.5,"Post_4"
"GBR25","Pre",149.13617,-19.81349,4,"Hook Reef1",25.44409704,2.163958175,1371.962219,950.4266534,2014.781647,270.9911585,66.4639479,1,5.890755444,1.526727446,0.624940703,0,216.25,0,4.5,28.15760612,0,0,2015,2016.5,1.5,"Pre_4"
"GBR250","Post",151.94545,-23.25245,3,"Broomfield Reef Site 2",24.14808655,2.173217798,1423.802515,1110.537947,1797.95742,141.9435558,92.53804574,1,9.34648758,3.261714864,1.219379205,1.375024293,284.25,0,8.25,27.13696861,0,1.719999962,2015,2017,2,"Post_3"
"GBR250","Pre",151.94545,-23.25245,3,"Broomfield Reef Site 2",24.14808655,2.173217798,1423.802515,1110.537947,1797.95742,141.9435558,92.53804574,1,9.34648758,3.261714864,1.219379205,1.375024293,284.25,0,8.25,27.13696861,0,0,2015,2017,2,"Pre_3"
"GBR253","Post",150.93748,-23.1957,4,"Monkey Point",23.76151212,2.943617305,1382.8146,909.2446476,1864.969075,259.1773963,121.6991388,2,0.175284076,0.05253697,0.017300493,220.3499248,46.25,22775,4.05,27.48526382,0.529999988,2.179999951,2010,2017,7,"Post_4"
"GBR253","Pre",150.93748,-23.1957,4,"Monkey Point",23.76151212,2.943617305,1382.8146,909.2446476,1864.969075,259.1773963,121.6991388,2,0.175284076,0.05253697,0.017300493,220.3499248,46.25,22775,4,27.48526382,0,0,2010,2017,7,"Pre_4"
"GBR255","Post",150.9803,-23.18769,4,"Clam Bay",23.76867263,2.910898252,1382.8146,909.2446476,1864.969075,259.1773963,121.6991388,2,0.25105014,0.1098896,0.036644621,33.62215242,45,2974,3,27.47215271,0.519999988,2.21999995,2010,2017,7,"Post_4"
"GBR255","Pre",150.9803,-23.18769,4,"Clam Bay",23.76867263,2.910898252,1382.8146,909.2446476,1864.969075,259.1773963,121.6991388,2,0.25105014,0.1098896,0.036644621,33.62215242,45,2974,3.25,27.47215271,0,0,2010,2017,7,"Pre_4"
"GBR257","Post",151.91543,-23.1778,3,"North Island Site 3",24.1963204266667,2.15830863433333,1451.99655733333,1103.087378,1788.36199433333,152.703566466667,89.3444875333333,1,9.544317686,3.33310785,1.23297594666667,0.393002956,179.25,0,6.05,27.1761385566667,0,1.76999996033333,2015,2017,2,"Post_3"
"GBR257","Pre",151.91543,-23.1778,3,"North Island Site 3",24.1963204266667,2.15830863433333,1451.99655733333,1103.087378,1788.36199433333,152.703566466667,89.3444875333333,1,9.544317686,3.33310785,1.23297594666667,0.393002956,179.25,0,6.25,27.1761385566667,0,0,2015,2017,2,"Pre_3"
"GBR3","Post",152.39361,-23.89929,3,"Lady Musgrave West central",24.16806157,2.117604359,1168.046046,929.56476,1546.962277,151.0537083,89.88830306,1,8.270347534,2.94029222,1.086394459,0.782538478,67.75,0,6,27.09435844,0.599999987,1.699999962,2015,2017,2,"Post_3"
"GBR3","Pre",152.39361,-23.89929,3,"Lady Musgrave West central",24.16806157,2.117604359,1168.046046,929.56476,1546.962277,151.0537083,89.88830306,1,8.270347534,2.94029222,1.086394459,0.782538478,67.75,0,6,27.09435844,0,0,2015,2017,2,"Pre_3"
"GBR39","Post",145.6632,-14.66452,1,"Cod Hole",26.42423932,1.646465214,621.1385801,432.5736686,1102.6645,121.1802942,59.69186236,1,14.9586139,6.20507865,1.81607126,0,211.75,0,7,28.55389786,11.48999974,2.519999944,2015,2017,2,"Post_1"
"GBR39","Pre",145.6632,-14.66452,1,"Cod Hole",26.42423932,1.646465214,621.1385801,432.5736686,1102.6645,121.1802942,59.69186236,1,14.9586139,6.20507865,1.81607126,0,211.75,0,7,28.55389786,0,0,2015,2017,2,"Pre_1"
"GBR41","Post",144.50067,-13.97733,4,"Tydeman Cay anchorage",26.38615449,1.73413239,983.4951826,687.6035708,1633.538531,227.2777664,72.06089437,1,7.279167424,3.516434896,0.836421623,10.36650002,115.75,0,3.5,28.55250359,7.759999827,2.379999947,2015,2016,1,"Post_4"
"GBR41","Pre",144.50067,-13.97733,4,"Tydeman Cay anchorage",26.38615449,1.73413239,983.4951826,687.6035708,1633.538531,227.2777664,72.06089437,1,7.279167424,3.516434896,0.836421623,10.36650002,115.75,0,3.5,28.55250359,0,0,2015,2016,1,"Pre_4"
"GBR45","Post",143.40371,-12.28595,7,"Forbes Island west boulders",26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,5.75,28.87915802,9.349999791,2.409999946,2015,2016,1,"Post_7"
"GBR45","Pre",143.40371,-12.28595,7,"Forbes Island west boulders",26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,8,28.87915802,0,0,2015,2016,1,"Pre_7"
"GBR46","Post",143.41092,-12.28241,5,"Forbes Island NE",26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,6,28.87915802,9.349999791,2.409999946,2015,2016,1,"Post_5"
"GBR46","Pre",143.41092,-12.28241,5,"Forbes Island NE",26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,6,28.87915802,0,0,2015,2016,1,"Pre_5"
"GBR47","Post",143.40709,-12.28121,5,"Forbes Island bommie",26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,5.5,28.87915802,9.349999791,2.409999946,2015,2016,1,"Post_5"
"GBR47","Pre",143.40709,-12.28121,5,"Forbes Island bommie",26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,3,28.87915802,0,0,2015,2016,1,"Pre_5"
"GBR48","Post",143.40302,-12.28091,5,"Forbes Island Bommie West",26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,6.75,28.87915802,9.349999791,2.409999946,2015,2016,1,"Post_5"
"GBR48","Pre",143.40302,-12.28091,5,"Forbes Island Bommie West",26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,6.75,28.87915802,0,0,2015,2016,1,"Pre_5"
"GBR49","Post",143.40232,-12.29055,5,"Forbes Island Isthmus Rf",26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,4,28.87915802,9.349999791,2.409999946,2015,2016,1,"Post_5"
"GBR49","Pre",143.40232,-12.29055,5,"Forbes Island Isthmus Rf",26.68538857,1.781573286,963.9761394,692.3484361,1512.124595,173.0631115,91.4182336,2,0.149638897,0.039039799,0.010634866,7.726680653,656.75,0,4,28.87915802,0,0,2015,2016,1,"Pre_5"
"GBR53","Post",143.65005,-11.76571,4,"Salamander Reef",26.71697537,1.619046425,1392.061777,959.2843933,2083.891164,247.6200613,123.2163842,1,0.947330082,0.400768055,0.077537033,0,589.5,0,5.5,28.71626091,8.759999804,2.289999949,2015,2016,1,"Post_4"
"GBR53","Pre",143.65005,-11.76571,4,"Salamander Reef",26.71697537,1.619046425,1392.061777,959.2843933,2083.891164,247.6200613,123.2163842,1,0.947330082,0.400768055,0.077537033,0,589.5,0,5.5,28.71626091,0,0,2015,2016,1,"Pre_4"
"GBR54","Post",143.64859,-12.16237,4,"Two Hour Reef",26.6426096,1.654439331,1080.894717,798.1489529,1751.180495,202.8869318,99.31082935,2,2.04943663,0.861649904,0.164976223,0,942.5,0,7,28.69185257,6.879999846,2.149999952,2015,2016,1,"Post_4"
"GBR54","Pre",143.64859,-12.16237,4,"Two Hour Reef",26.6426096,1.654439331,1080.894717,798.1489529,1751.180495,202.8869318,99.31082935,2,2.04943663,0.861649904,0.164976223,0,942.5,0,7,28.69185257,0,0,2015,2016,1,"Pre_4"
"GBR55","Post",143.76197,-12.38375,4,"Lagoon Reef Inner NW",26.56212425,1.560544339,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,1,13.41873034,7.326383036,1.602979606,0,448.75,0,4.5,28.44525337,8.399999812,2.159999952,2015,2016,1,"Post_4"
"GBR55","Pre",143.76197,-12.38375,4,"Lagoon Reef Inner NW",26.56212425,1.560544339,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,1,13.41873034,7.326383036,1.602979606,0,448.75,0,4.5,28.44525337,0,0,2015,2016,1,"Pre_4"
"GBR56","Post",143.75672,-12.38175,4,"Lagoon Reef Outer NW",26.56212425,1.560544339,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,1,13.41873034,7.326383036,1.602979606,0,448.75,0,4.5,28.44525337,8.399999812,2.159999952,2015,2016,1,"Post_4"
"GBR56","Pre",143.75672,-12.38175,4,"Lagoon Reef Outer NW",26.56212425,1.560544339,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,1,13.41873034,7.326383036,1.602979606,0,448.75,0,4.5,28.44525337,0,0,2015,2016,1,"Pre_4"
"GBR57","Post",143.772,-12.38391,7,"Lagoon Reef Inner E",26.56212425,1.560544339,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,1,13.41873034,7.326383036,1.602979606,0,448.75,0,7,28.44525337,8.399999812,2.159999952,2015,2016,1,"Post_7"
"GBR57","Pre",143.772,-12.38391,7,"Lagoon Reef Inner E",26.56212425,1.560544339,854.4770991,627.8626489,1296.682856,138.2364692,65.89515527,1,13.41873034,7.326383036,1.602979606,0,448.75,0,8,28.44525337,0,0,2015,2016,1,"Pre_7"
"GBR58","Post",143.58327,-12.62531,4,"Burke Reef",26.58988333,1.727382966,1038.27108,660.0503225,1612.503663,188.1324471,94.14607299,1,1.726857855,0.712363344,0.130896382,5.424625129,520,0,4.75,28.62792397,7.16999984,2.129999952,2015,2016,1,"Post_4"
"GBR58","Pre",143.58327,-12.62531,4,"Burke Reef",26.58988333,1.727382966,1038.27108,660.0503225,1612.503663,188.1324471,94.14607299,1,1.726857855,0.712363344,0.130896382,5.424625129,520,0,4.5,28.62792397,0,0,2015,2016,1,"Pre_4"
"GBR59","Post",143.8151,-12.87385,4,"Shark Reef",26.5309329,1.610975137,799.1032001,584.7033139,1118.041114,129.0465694,56.77538719,1,12.74590554,6.900619929,1.567083706,0,324.25,0,5.05,28.49404716,8.289999815,2.24999995,2015,2016,1,"Post_4"
"GBR59","Pre",143.8151,-12.87385,4,"Shark Reef",26.5309329,1.610975137,799.1032001,584.7033139,1118.041114,129.0465694,56.77538719,1,12.74590554,6.900619929,1.567083706,0,324.25,0,5.05,28.49404716,0,0,2015,2016,1,"Pre_4"
"GBR60","Post",143.82034,-12.87695,4,"Shark Reef Gardens",26.5309329,1.610975137,799.1032001,584.7033139,1118.041114,129.0465694,56.77538719,1,12.74590554,6.900619929,1.567083706,0,324.25,0,2.25,28.49404716,8.289999815,2.24999995,2015,2016,1,"Post_4"
"GBR60","Pre",143.82034,-12.87695,4,"Shark Reef Gardens",26.5309329,1.610975137,799.1032001,584.7033139,1118.041114,129.0465694,56.77538719,1,12.74590554,6.900619929,1.567083706,0,324.25,0,2.9,28.49404716,0,0,2015,2016,1,"Pre_4"
"GBR62","Post",144.28213,-13.8185,4,"Crocodile Bommie",26.37396208,1.69500574,1125.213332,792.3369637,1734.570518,219.3020591,87.46185331,1,6.95891912,3.596398081,0.798181632,0,179.25,0,3.5,28.47331047,9.489999788,2.399999946,2015,2016,1,"Post_4"
"GBR62","Pre",144.28213,-13.8185,4,"Crocodile Bommie",26.37396208,1.69500574,1125.213332,792.3369637,1734.570518,219.3020591,87.46185331,1,6.95891912,3.596398081,0.798181632,0,179.25,0,6,28.47331047,0,0,2015,2016,1,"Pre_4"
"GBR63","Post",144.68397,-13.99527,4,"Surprise Reef",26.40330505,1.696710194,835.5578255,623.4988427,1286.021001,150.6397696,72.46408686,1,9.079609766,4.375225595,1.072073799,0,209,0,4.5,28.54436874,8.669999806,2.419999946,2015,2017,2,"Post_4"
"GBR63","Pre",144.68397,-13.99527,4,"Surprise Reef",26.40330505,1.696710194,835.5578255,623.4988427,1286.021001,150.6397696,72.46408686,1,9.079609766,4.375225595,1.072073799,0,209,0,4.5,28.54436874,0,0,2015,2017,2,"Pre_4"
"GBR64","Post",144.67643,-13.98947,4,"Surprise Reef Paradise",26.40330505,1.696710194,835.5578255,623.4988427,1286.021001,150.6397696,72.46408686,1,9.079609766,4.375225595,1.072073799,0,209,0,5.25,28.54436874,8.669999806,2.419999946,2015,2017,2,"Post_4"
"GBR64","Pre",144.67643,-13.98947,4,"Surprise Reef Paradise",26.40330505,1.696710194,835.5578255,623.4988427,1286.021001,150.6397696,72.46408686,1,9.079609766,4.375225595,1.072073799,0,209,0,5.25,28.54436874,0,0,2015,2017,2,"Pre_4"
"GBR67","Post",145.5309,-14.51742,1,"Day Reef Inner",26.38678122,1.683552475,626.1143986,445.5637538,849.9077633,91.02726456,53.16253735,1,12.03014606,5.048202534,1.382962126,7.860443406,156,0,5.5,28.57003403,10.75999976,2.469999945,2015,2017,2,"Post_1"
"GBR67","Pre",145.5309,-14.51742,1,"Day Reef Inner",26.38678122,1.683552475,626.1143986,445.5637538,849.9077633,91.02726456,53.16253735,1,12.03014606,5.048202534,1.382962126,7.860443406,156,0,5.5,28.57003403,0,0,2015,2017,2,"Pre_1"
"NMP-BF1","Post",114.17564,-21.83921,4,"Bundegi",24.91309786,2.051094123,1639.413242,1213.355771,2194.268042,227.3590762,217.108391,2,0.549803418,0.181251605,0.071595797,189.1608969,42.5,2419,1.9,27.95412445,0,3.709999917,2012,2017,5,"Post_4"
"NMP-BF1","Pre",114.17564,-21.83921,4,"Bundegi",24.91309786,2.051094123,1639.413242,1213.355771,2194.268042,227.3590762,217.108391,2,0.549803418,0.181251605,0.071595797,189.1608969,42.5,2419,2,27.95412445,0,0,2012,2017,5,"Pre_4"
"NMP-C1","Post",113.75987,-23.17701,3,"Monck Head",24.07359584,1.840379556,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558,687.84036,40.75,288,1.1,26.69993591,0,2.619999941,2012,2017,5,"Post_3"
"NMP-C1","Pre",113.75987,-23.17701,3,"Monck Head",24.07359584,1.840379556,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558,687.84036,40.75,288,2,26.69993591,0,0,2012,2017,5,"Pre_3"
"NMP-C3","Post",113.75364,-23.14152,3,"Coral Bay Central",24.11945502,1.847096814,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,2,17.96217474,5.52659537,1.913034493,647.5848743,43.75,288,3.6,26.75812721,0,2.68999994,2012,2019,7,"Post_3"
"NMP-C3","Pre",113.75364,-23.14152,3,"Coral Bay Central",24.11945502,1.847096814,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,2,17.96217474,5.52659537,1.913034493,647.5848743,43.75,288,3.8,26.75812721,0,0,2012,2019,7,"Pre_3"
"NMP-C4","Post",113.76354,-23.19995,3,"Yalobia Passage",24.07359584,1.840379556,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558,687.84036,40.75,288,5.53333333333333,26.69993591,0,2.619999941,2012,2017,5,"Post_3"
"NMP-C4","Pre",113.76354,-23.19995,3,"Yalobia Passage",24.07359584,1.840379556,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558,687.84036,40.75,288,3.66666666666667,26.69993591,0,0,2012,2017,5,"Pre_3"
"NMP-S2","Post",113.77937,-22.92875,3,"Bruboodjoo",24.27280601,1.865365132,1724.09317,1352.451004,2370.679106,194.7908017,294.114515,1,16.79975145,4.833620731,1.711435191,639.4215999,32.75,10,2.6,26.9465313,0,2.899999935,2012,2017,5,"Post_3"
"NMP-S2","Pre",113.77937,-22.92875,3,"Bruboodjoo",24.27280601,1.865365132,1724.09317,1352.451004,2370.679106,194.7908017,294.114515,1,16.79975145,4.833620731,1.711435191,639.4215999,32.75,10,2.5,26.9465313,0,0,2012,2017,5,"Pre_3"
"NMP-S3","Post",113.75232,-23.12872,3,"Coral Bay DEC1",24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388,647.5848743,43.75,288,4.16,26.75812721,0,2.68999994,2012,2018,6,"Post_3"
"NMP-S3","Pre",113.75232,-23.12872,3,"Coral Bay DEC1",24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388,647.5848743,43.75,288,4.85,26.75812721,0,0,2012,2018,6,"Pre_3"
"NMP1","Post",113.75042,-23.11234,3,"Point Maud Outer",24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388,647.5848743,43.75,288,2.2,26.75812721,0,2.68999994,2012,2017.9,5.9,"Post_3"
"NMP1","Pre",113.75042,-23.11234,3,"Point Maud Outer",24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388,647.5848743,43.75,288,2.15,26.75812721,0,0,2012,2017.9,5.9,"Pre_3"
"NMP11","Post",113.76328,-23.20838,3,"Maud RZ2",24.02985859,1.833654975,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558,687.84036,40.75,288,6.175,26.64089584,0,2.509999944,2012,2017.9,5.9,"Post_3"
"NMP11","Pre",113.76328,-23.20838,3,"Maud RZ2",24.02985859,1.833654975,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558,687.84036,40.75,288,4.45,26.64089584,0,0,2012,2017.9,5.9,"Pre_3"
"NMP19","Post",113.73966,-23.09197,3,"Maud SZ Nth",24.16486963,1.85286907,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,1,20.81206667,6.493122382,2.225789778,260.6213588,40.5,286,2.175,26.82248688,0,2.729999939,2012,2018.6,6.6,"Post_3"
"NMP19","Pre",113.73966,-23.09197,3,"Maud SZ Nth",24.16486963,1.85286907,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,1,20.81206667,6.493122382,2.225789778,260.6213588,40.5,286,1.55,26.82248688,0,0,2012,2018.6,6.6,"Pre_3"
"NMP2","Post",113.75562,-23.12142,3,"Point Maud Inner",24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388,647.5848743,43.75,288,3.56666666666667,26.75812721,0,2.68999994,2012,2017,5,"Post_3"
"NMP2","Pre",113.75562,-23.12142,3,"Point Maud Inner",24.11945502,1.847096814,1876.691976,1430.183333,2519.914164,241.520576,301.8657144,2,14.40990746,4.738977451,1.558434388,647.5848743,43.75,288,2.65,26.75812721,0,0,2012,2017,5,"Pre_3"
"NMP20","Post",113.81843,-23.04473,3,"Oyster rocks buoy",24.1922423,1.857031189,1826.624448,1423.048644,2526.089445,245.5188361,321.8151372,2,9.779514764,3.27056791,1.044118287,623.6872487,40.5,290,8.875,26.83897018,0,2.869999936,2012,2018.1,6.1,"Post_3"
"NMP20","Pre",113.81843,-23.04473,3,"Oyster rocks buoy",24.1922423,1.857031189,1826.624448,1423.048644,2526.089445,245.5188361,321.8151372,2,9.779514764,3.27056791,1.044118287,623.6872487,40.5,290,9.5,26.83897018,0,0,2012,2018.1,6.1,"Pre_3"
"NMP21","Post",113.76709,-23.14221,3,"Coral Bay (Sanctuary zone)",24.11945502,1.847096814,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,2,17.96217474,5.52659537,1.913034493,647.5848743,43.75,288,1.65,26.75812721,0,2.68999994,2015,2019,4,"Post_3"
"NMP21","Pre",113.76709,-23.14221,3,"Coral Bay (Sanctuary zone)",24.11945502,1.847096814,1724.519245,1199.581372,2198.89237,193.665246,280.8758984,2,17.96217474,5.52659537,1.913034493,647.5848743,43.75,288,2.2,26.75812721,0,0,2015,2019,4,"Pre_3"
"NMP24","Post",113.76248,-23.20194,3,"Yalobia Bommie",24.02985859,1.833654975,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558,687.84036,40.75,288,5.65,26.64089584,0,2.509999944,2012,2019,7,"Post_3"
"NMP24","Pre",113.76248,-23.20194,3,"Yalobia Bommie",24.02985859,1.833654975,1635.58225,1064.09797,2033.823027,175.0452385,279.3650549,1,17.9032839,5.325835733,1.870009558,687.84036,40.75,288,5.5,26.64089584,0,0,2012,2019,7,"Pre_3"
