"site_code","longitude","latitude","cluster","Branching.Acropora","Encrusting.corals","Foliose.Plate.corals","Massive.corals","Montipora.Encrusting","Porites.Massive","Acropora.muricata","Acropora.Staghorn","Bottlebrush.Acropora.corals","Coral.Species","Corymbose.Acropora.corals","Hydrocoral","Pavona.varians","Pocillopora.damicornis","Stony.corals","Stylophora.pistillata","Goniastrea.retiformis","Lobophyllia.hemprichii","Montipora.hispida","Acropora.microphthalma","Branching.corals","Digitate.corals","Leptastrea.Submassive","Pocillopora.verrucosa","Porites.Hemispherical","Sub.massive.corals","Tabular.Acropora.corals","Acropora.elseyi","Astreopora.myriophthalma","Millepora.exaesa","Montipora.Submassive","Montipora.grisea","Porites.rus","Acropora.longicyathus","Large.polyp.stony.corals..free.living.","Porites.cylindrica","Fungia","Acropora.cerealis","Cyphastrea.Encrusting","Montipora.tuberculosa","Merulina.ampliata","Diploastrea.heliopora","Isopora.brueggemanni","Montipora.aequituberculata","Seriatopora.hystrix","Turbinaria.mesenterina","Acropora.hyacinthus","Acropora.tenuis","Acropora.spicifera","Cyphastrea.Submassive","Echinopora.lamellosa","Echinopora.ashmorensis","Columnar.corals","Galaxea.astreata","Porites.annae","Porites.lichen","Isopora.palifera","Organ.pipe.coral..Tubipora.","Acropora.digitifera","Acropora.seriata","Goniastrea.edwardsi","Goniastrea.pectinata","Seriatopora.caliendrum","Acropora.nasuta","Leptoria.phrygia","Acropora.cytherea","Acropora.glauca","Acropora","Acropora.abrotanoides","Acropora.valenciennesi","Montipora.crassituberculata","Montipora.spongodes","Favia.stelligera","Acropora.humilis","Ahermatypic.corals","Acropora.loripes","Isopora.cuneata","Isopora.Encrusting","Acropora.globiceps","Turbinaria.reniformis","Acropora.vaughani","Alveopora.spongiosa","Pavona.explanulata","Heliopora.coerulea..blue.coral.","Pavona.venosa","Acropora.abrolhosensis","Pachyseris.rugosa","Branching.Pocillopora","Astreopora.Solid.plates","Acropora.pulchra","Alveopora.catalai","Porites.monticulosa","Echinopora","Acropora.grandis","Echinopora.pacificus","Pavona.cactus","Acanthastrea.hillae","Acropora.horrida"
"NWS30",121.9589,-14.14184,7,0,0,0,0,1.030927835,0,0,0,0,0,8.24742268,0,0,0,0,0,0,0,0,0,1.030927835,0,0,2.06185567,5.154639175,2.06185567,2.06185567,0,0,0,1.030927835,0,0,0,0,0,0,0,0,1.030927835,0,0,0,0,0,0,7.216494845,0,0,0,0,0,0,0,0,0,1.030927835,0,0,0,0,0,0,2.06185567,0,3.092783505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS31",121.95693,-14.14383,7,0,2,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS32",121.96473,-14.10934,6,0.5,3,5,0.5,0.5,0,2,0,0.5,0,4,0,3.5,0,0,0,0,0,0,0,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5,1,0,1.5,1.5,0,1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,1.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS33",121.95847,-14.05597,7,0,2,0,1,4.5,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,1,1,1,3.5,1,1.5,1,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2.5,1,0,0,0,0,0,0,0,0,4,0,1.5,0,0,1,0,1.5,0,6.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS34",121.9653,-14.06257,7,0,1,0,1.5,5,0,0,0,0,0,1.5,0,1,0,0,0,0.5,0,0,0,0,1,1.5,4.5,5.5,1,3,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS35",121.95083,-14.0717,7,0.5,1.5,0,0.5,7.5,0,0.5,0.5,0,0,2.5,0,1,0,0.5,0,0,0,0,1,0,0,0.5,3.5,11.5,0.5,0.5,0,0,0,0,0,8,0,0,0.5,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0,1,0,0.5,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS36",121.78767,-14.0747,7,0.5,0.5,0.5,1,2.5,0,0,0.5,0,0,3.5,0,1.5,0,0,0,0,0,0,4,0.5,0.5,0,4,0.5,0,0,0,0,0,0,0,0,0,2.5,0,3,0,0,0,0,0,0.5,0,5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS37",121.78072,-14.0453,7,0,1,0.5,1.5,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0,3,14.5,0.5,1,0,0.5,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0.5,0,0,0,3,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS38",121.77651,-14.06866,7,0,1,0,0.5,3.5,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,7.5,1,0,0,0,0,0,3,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,0,0,0,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS39",121.74816,-14.0828,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS4",123.3794,-11.969,5,0,2,0.5,2,3.5,0,2,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,4,0,0.5,0,3.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,5.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS40",121.742,-14.0785,6,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,11.6666666666667,1,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS41",121.72068,-14.10823,7,0,2.0957446805,0,1.563829787,5.1914893615,0,0,0,0,1.0319148935,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,3.0319148935,1,0,0,0,3.159574468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5957446805,0,0,0,0,0.5319148935,0,0,0,0,0,0,0,0,0,0,1.063829787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS5",123.38074,-11.97961,5,0,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.5,10,0.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS50",118.97,-17.6101,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0.5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS51",118.96364,-17.6089,7,1,0,0,1,2,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"NWS52",118.96364,-17.6089,7,0.5,4.5,0.5,1.5,3,4.5,0,0,0,0,6,0,1,0,0,0.5,0,0,0,0,2.5,1,0.5,0,0,4.5,0,0,0,4.5,0.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,1.5,0,0,0,0,0,0,1,0,0,0,6,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS53",118.96872,-17.579,6,1.485148515,0.5,0,3.485148515,0,0,1.5,0,0,0,1.99009901,0,0.495049505,0,0,0,1,0,0,0,0,0,0,0,0,0,0.495049505,0,0,0.5,0,1,0,0,0.495049505,0.495049505,0.995049505,0,0.5,0,0,0,19.915841585,0,0,0,0,0,0,0,3.48019802,0,0,0.995049505,0,0,0.495049505,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS54",118.9369,-17.5804,6,0,0.5,0,4.204225352,0.5,0,4.929577465,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704225352,2.204225352,0,0,0,0.704225352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0.5,0.5,0,0,1.5,0,0,0,9.54225352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS55",118.97193,-17.56991,7,0.5,1.5,0,0,1.5,0,0,0,0,0,6,0,5,0,0.5,1.5,0,0,0,0,2.5,0,0.5,1,2,21,0,0,0,9,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS56",118.9747,-17.6102,7,0.480769231,0,0,1,4.403846154,0,0,0,0,0,2.480769231,0.5,3.903846154,0,1.5,2.480769231,0.980769231,0,0,0,0.480769231,1.980769231,0,0.980769231,5.403846154,1.9423076925,0,0,0,1.923076923,0,0.5,0,0,0,4.9423076925,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,8.3846153845,0,0,0,0,1.4423076925,0,0,1.4615384615,0,0,0,0,0,0,0,2.480769231,0,0,0,0,0,0,0,0,0,0,0.480769231,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"NWS57",118.9737,-17.548,7,0,3,0,1,3,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,0,0,4,5,0,1,0,0,3,0,0,0,0,0,0,0,4,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS58",118.9738,-17.5531,7,2.884615385,2.884615385,0,1.923076924,1.923076923,0,0,0,0,0,0.961538462,0,3.846153846,0,0,0.961538462,0,0,0,0,1.923076924,0,1.923076923,4.807692308,2.884615385,0,0,0,0,4.807692308,0,0,0.961538462,0,0,0,0,0,0,0,0,0,1.923076923,0,0,0,0,0,0,0,2.884615385,0,0,0,0,0,0.961538462,0,0,0,0,2.884615385,0,0,1.923076923,0,0,0,0,0,0,0,3.846153846,1.923076923,0,2.884615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS59",118.9668,-17.54732,6,0,0,0.9523809525,0,0,0,2.538046146,0,0,0,0,0,2.380952381,0,0,0,0,0,0,0,1.9047619045,0,0,0,0.5154639175,0,0,0,0,0,0,0,0,0,0.476190476,1.4285714285,0,0,0,0,0,0,23.519882181,0,0,0,0,0,0,0,0,0,0,0.476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS6",123.38116,-11.97448,5,1,0.5,1,1.5,1,0,2.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,5.5,0,0,0,0,0.5,0,0,0,0,0,2,0.5,0,0,0,0.5,0,3.5,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,1.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS60",118.96884,-17.54749,6,0,0.9523809525,0,0.476190476,0,0,0,0,0,0,0,0,1.4285714285,0,0,0,0.476190476,0,0,0,0.476190476,0,0,0,9.047619047,0,0,0,0,0.476190476,0,0.476190476,0,0,0,7.142857143,0,0,0,0,0,0,4.285714286,0,0,0,0,0,0,0,0.476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9523809525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS61",118.9724,-17.5582,7,0,0,0,2.38095238,0.476190476,0,0,0,0,0,1.9047619045,0,2.857142857,0,0.476190476,1.4285714285,0.476190476,0,0,0,0,0.476190476,0,0.9523809525,1.9047619045,0.952380952,3.3333333335,0,0,17.1428571455,0,1.4285714285,2.380952381,0,0,1.4285714285,0,1.4285714285,0.952380952,0.476190476,0,6.1904761925,0,0,0,0,0.952380952,0,0,0,0.9523809525,0,0,0,0,0,1.4285714285,0,0,0,0,0,0,0,0,0,0,0.476190476,0,0,0,0,5.7142857145,0,0,0.476190476,0,0.9523809525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS62",118.96635,-17.50713,7,0,3.96039604,0,2.97029703,0.99009901,0,0,0,0,0,0.99009901,0,0.99009901,0,0,0,0,0,0,0,0.99009901,0,0,1.98019802,0,4.95049505,2.97029703,0,0,5.940594059,0,0.99009901,0.99009901,0,0,0,0,0,0.99009901,0,0,4.95049505,0,0,0,0,0,0,0,0,0.99009901,0,0,0,0,0,0.99009901,0,0,0,0,0,0,0,0.99009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS63",118.96276,-17.50218,7,0,1.485148515,0,1.447430457,0.495049505,0,0,0,0,0,0.476190476,0,2.3998114095,0,0,1.4285714285,0.476190476,0,0,0,1.447430457,0.495049505,0,0,4.3234323435,3.884959924,0,0,0,3.4087694485,0,1.9236209335,0,0,0,0.476190476,0,0,0,0.495049505,0,0,0,0,0,0,0.971239981,0,0,0,0.476190476,0,0,0,0,0,1.9236209335,0,0.476190476,0,0,0,0,0,0.495049505,0,0,0,0,0,0,0,2.857142857,0.495049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495049505,0,0,0,0,0,0,0,0,0,0
"NWS64",118.94214,-17.56045,6,0,0,0,1.530927835,0,0,7.0773195875,2,0,0,0.5154639175,0,0,0.5154639175,0,0,1.030927835,0,0,0,0,0,0,0,0.5154639175,0.5154639175,0,0,0,0,0,0,0,0,0.5154639175,0,0.5,0,0,0,0,0,4.530927835,0,0,0,0,0,0,0.5154639175,1.030927835,1.030927835,0,0,0,0,0,0,0,0,1.5463917525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1391752575,0,0,0,0,0,0,0,0,0,0,0,0
"NWS65",119.6339,-17.13371,5,0.5,1,0,1,2.5,0.5,0,0,0,0,1,0,4,0,0,0.5,0,0.5,0,0,2,3.5,0,1,0,1.5,0,0,0,0.5,0,2.5,1,0,0,0,0,0,2.5,0.5,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS66",119.6539,-17.0764,7,0,1.66666666666667,0.333333333333333,0.666666666666667,3.33333333333333,0,0,0,0,0,2.33333333333333,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,4,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0.333333333333333,0,2,0,0,0.666666666666667,0,0,0.333333333333333,1,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS67",119.6455,-17.07374,7,0,0,0,0,3,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,2.5,0,0,2,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS68",119.64696,-17.06263,7,0,0,0,0,0.5,0,0,0,0.5,0,0.5,2,0,0,0.5,0.5,0,0,0,0,0,0,0,1.5,5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS69",119.6494,-17.0658,7,0,2,0,0,4,0,0,0,1,0,1,0,4.5,0,0,0,0.5,1,0,0,1.5,0.5,0,1,1.5,0.5,0.5,0,0,4.5,0.5,0,0,0,0,0,0,0,0.5,0,0,3.5,0,0,0,0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"NWS7",123.3586,-11.9671,5,0,1,0,1,0.5,0,0,0,0,0,0.5,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1.5,0,0,0,0.5,0,0,0.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,3.5,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS70",119.6277,-17.1641,5,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2.5,0,0,0,0,0,0,0,0
"NWS71",119.6311,-17.15365,5,1,0,0,1,0,0,2,2.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,1,0,0.5,0,0,0.5,0,0,1.5,1,0,0.5,0.5,0.5,0,5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"NWS72",119.64617,-17.0754,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"NWS73",119.64167,-17.06644,7,0,1.5,0,0.5,2,0,0,0,0,0,0,0,3,0,0,0,0.5,0,0,0,1,0,0,0,9,6,0,0,0,0,0,1.5,3,0,0,0,0,0.5,0,0,2.5,0,4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS74",119.64367,-17.06983,7,0,0.5,1,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS75",119.6148,-17.08687,7,0,0,0,2,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,1,0,1,2,5.5,0,2,2,0.5,0,0,0,0.5,1,0.5,1.5,0,0,0,0,0,0,0,0,0.5,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS76",119.63474,-17.11469,5,2,0,0,1.5,0,0,0.5,0.5,1.5,0,0,0,0,0,1,0,0,0,0,0,1.5,0,0,0,0.5,2,1.5,0,0.5,0,0,0,0,0,0.5,0,0,1.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS77",119.64815,-17.06202,7,1,1,0,0.5,5.5,0,0,0,0,0,1,0,1.5,0,0,0,0,2,0,0,0.5,0.5,0,1,1.5,4.5,2.5,0,0,2,0,0,6,0,0,0,0,0.5,0,0,0.5,6,0,0,0.5,0,0,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS78",119.64027,-17.0666,7,0,0,0.5,0,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1.5,0,0,0,12.5,0,0,0,0,0,0,0,3.5,0,0,0.5,0.5,0,0,0,0,0,2.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS79",119.6533,-17.0721,7,0,0,0,0.5,5,0,0,0,0,0,2,0,4,0,0,1,0,0.5,0,0,0.5,1,0,3.5,1.5,1,1,0,0,2,0,1.5,0.5,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0
"NWS8",123.36079,-11.97908,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS80",119.65518,-17.08181,7,0,0.5,0.5,0,4,0,0,0,0,0,2.5,0,1.5,0,0,0,0,0.5,0,0,2.5,0,0,1.5,5.5,1,1.5,0,0,3.5,0,0,0,0,0,0,0,1.5,0.5,0,0,0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS81",119.61792,-17.02767,7,0,0.5,0.5,1,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1.5,0,0,0,0.5,0,0.5,1.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS82",119.5962,-17.0762,7,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,1.5,0,0,1.5,1.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWS83",119.35201,-17.24607,7,0,0.5,0,0,2,0,0,0,0,0,0,0,4,0,0.5,0,0,0,0,0,1,0,0,0,1.5,1,0,0,0,0.5,0,2,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
