"site_code","site_name","latitude","longitude","SiteLong_rd","SiteLat_rd","Mean_SST_cl","SD_SST_cl","npp_mean","npp_min","npp_max","npp_sd","npp_interann_sd","npp_flag","wave_mean","wave_sd","wave_interann_sd","land_area_20km","reef_area_20km","pop2015_20km","depth","MMM","maxDHW","maxSSTA","Year_Pre","Year_Post","interval"
"NWS25","Eviota Bommie",-12.23989,122.98643,123,-12.2,28.3982192585714,1.13887572728571,976.895491628571,708.2966861,1337.89369114286,168.515624614286,68.4212455242857,1.28571428571429,15.0583090642857,6.07144791657143,1.55981856714286,2.298197619,110.5,0,5,29.4504406778571,0,0,2013,2019,6
"NWS26","Seringapatam North",-13.62389,121.99474,122,-13.6,28.44104274,1.214204089,626.3612314,417.9203356,980.4480828,163.766329,63.94409308,1,13.13228702,4.939202992,1.481038294,0,38.75,0,7.5,29.66703987,0,0,2013,2018,5
"NWS27","Election Day Reef",-14.07039,121.96127,122,-14.1,28.4070569155556,1.22535540988889,716.601882477778,532.654558433333,1180.63623955556,167.049747833333,66.9452373722222,1.11111111111111,13.0244173055556,4.763567014,1.51512189866667,0,91,0,3.5,29.5999069222222,0,0,2013,2018,5
"NWS28","Consolation Bommie",-14.1327,121.94218,121.9,-14.1,28.40611617,1.227207487,696.3135621,507.8291999,1145.117747,163.0823064,59.88572132,1,12.84527601,4.705653492,1.501379536,0.207421817,190.25,0,6,29.60219574,0,0,2013,2018,5
"NWS29","Moray Bommie",-14.12668,121.94546,121.9,-14.1,28.40611617,1.227207487,733.8958265,548.3968111,1217.152517,171.3683331,69.05224247,2,12.96189967,4.737887816,1.506020503,0.207421817,190.25,0,6,29.60219574,0,0,2013,2018,5
"NWS3","Cardinal Shoal",-11.9719,123.3878,123.4,-12,28.40379763,1.116002315,831.934116,537.7386661,1350.764201,225.9459604,70.06458781,1,13.39961781,5.686341651,1.377128396,0,95,0,7.5,29.42552948,0,0,2013,2019,6
"NWS30","Longnose Spur",-14.14184,121.9589,122,-14.1,28.40707811,1.225914721,694.6713636,504.2534756,1233.156698,171.3677223,61.18635806,1,12.77170622,4.684096069,1.498730488,0,91,0,6,29.5979805,0,0,2013,2018,5
"NWS31","Napoleon Reef",-14.14383,121.95693,122,-14.1,28.40707811,1.225914721,694.6713636,504.2534756,1233.156698,171.3677223,61.18635806,1,12.77170622,4.684096069,1.498730488,0,91,0,10,29.5979805,0,0,2013,2018,5
"NWS32","Goby Heaven",-14.10934,121.96473,122,-14.1,28.40707811,1.225914721,733.8958265,548.3968111,1217.152517,171.3683331,69.05224247,1,12.99032652,4.754008562,1.513796234,0,91,0,4.05,29.5979805,0,0,2013,2018,5
"NWS33","NE Passage",-14.05597,121.95847,122,-14.1,28.40703996,1.224907961,726.301405,546.5467576,1141.820709,163.5952461,69.97916394,1,13.20894681,4.823921054,1.52886198,0,91,0,7.5,29.60144806,0,0,2013,2018,5
"NWS34","Table Tip",-14.06257,121.9653,122,-14.1,28.40703996,1.224907961,726.301405,546.5467576,1141.820709,163.5952461,69.97916394,1,13.20894681,4.823921054,1.52886198,0,91,0,6.25,29.60144806,0,0,2013,2018,5
"NWS35","Ian's Anchorage",-14.0717,121.95083,122,-14.1,28.40703996,1.224907961,726.301405,546.5467576,1141.820709,163.5952461,69.97916394,2,13.07852333,4.770122141,1.51066147,0,91,0,6.5,29.60144806,0,0,2013,2018,5
"NWS36","Fungiid Fields",-14.0747,121.78767,121.8,-14.1,28.41229884,1.229314651,744.3641214,499.2432743,1096.230722,149.0994289,62.34467081,1,13.01607329,4.71539365,1.493219216,0.207421817,181.75,0,9,29.62756729,0,0,2013,2018,5
"NWS37","Stake Edge",-14.0453,121.78072,121.8,-14,28.41332006,1.228839149,754.3366933,521.0151655,1035.587286,142.8327493,64.44946636,1,13.38267717,4.822828762,1.531186685,0.207421817,147.75,0,6.5,29.63490486,0,0,2013,2018,5
"NWS38","Chaetodontoides",-14.06866,121.77651,121.8,-14.1,28.41229884,1.229314651,754.3366933,521.0151655,1035.587286,142.8327493,64.44946636,1,13.38267717,4.822828762,1.531186685,0.207421817,181.75,0,5.5,29.62756729,0,0,2013,2018,5
"NWS39","Odonus Dropoff",-14.0828,121.74816,121.7,-14.1,28.41577911,1.230057578,754.3366933,521.0151655,1035.587286,142.8327493,64.44946636,1,13.38267717,4.822828762,1.531186685,0.207421817,99.5,0,6,29.6346283,0,0,2013,2018,5
"NWS4","Titan Reef",-11.969,123.3794,123.4,-12,28.40379763,1.116002315,831.934116,537.7386661,1350.764201,225.9459604,70.06458781,1,13.39961781,5.686341651,1.377128396,0,95,0,6.75,29.42552948,0,0,2013,2019,6
"NWS40","Stern Trawler Reef",-14.0785,121.742,121.7,-14.1,28.41577911,1.230057578,765.4158053,526.5024797,1071.635212,147.7658211,67.44436489,1,13.74928106,4.930263874,1.569154153,0.207421817,99.5,0,1.5,29.6346283,0,0,2013,2018,5
"NWS41","Dead West",-14.10823,121.72068,121.7,-14.1,28.41530085,1.230430202,721.715712,504.6332732,1050.939714,146.4347713,66.29284045,1,13.70253664,4.928473381,1.56997441,0.207421817,99.5,0,11.75,29.62582016,0,0,2013,2018,5
"NWS5","Hibernia Lagoon SE",-11.97961,123.38074,123.4,-12,28.40379763,1.116002315,831.934116,537.7386661,1350.764201,225.9459604,70.06458781,1,13.39961781,5.686341651,1.377128396,0,95,0,4.05,29.42552948,0,0,2013,2019,6
"NWS50","Imperieuse SE lagoon",-17.6101,118.97,119,-17.6,27.5418884,1.657827763,754.944784,489.4533705,1255.691256,225.2495194,53.09896458,1,9.316337943,3.074884907,1.065180082,0.203901616,66,0,1.25,29.63270569,0,0,2013,2018,5
"NWS51","Imperieuse West Lagoon",-17.6089,118.96364,119,-17.6,27.5418884,1.657827763,754.944784,489.4533705,1255.691256,225.2495194,53.09896458,1,9.316337943,3.074884907,1.065180082,0.203901616,66,0,7,29.63270569,0,0,2013,2018,5
"NWS52","Imperieuse SE reef edge",-17.6089,118.96364,119,-17.6,27.5418884,1.657827763,754.944784,489.4533705,1255.691256,225.2495194,53.09896458,1,9.316337943,3.074884907,1.065180082,0.203901616,66,0,4.5,29.63270569,0,0,2013,NA,NA
"NWS53","Imperieuse SE reef top",-17.579,118.96872,119,-17.6,27.55122979,1.6494546,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345,0.203901616,66,0,0.2,29.62473679,0,0,2013,2018,5
"NWS54","Imperieuse east lagoon",-17.5804,118.9369,118.9,-17.6,27.549215,1.648324549,790.686024,519.6924274,1237.512411,214.7264227,58.48175713,1,9.761251721,3.229638167,1.112998032,0.203901616,66,0,1.5,29.62799454,0,0,2013,2018,5
"NWS55","Imperieuse East",-17.56991,118.97193,119,-17.6,27.55122979,1.6494546,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345,0.203901616,66,0,4.5,29.62473679,0,0,2013,2018,5
"NWS56","Imperieuse Reef Rage",-17.6102,118.9747,119,-17.6,27.5418884,1.657827763,754.944784,489.4533705,1255.691256,225.2495194,53.09896458,1,9.316337943,3.074884907,1.065180082,0.203901616,66,0,7.75,29.63270569,0,0,2013,2018,5
"NWS57","Imperieuse edge",-17.548,118.9737,119,-17.5,27.56295745,1.641871558,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345,0.203901616,66,0,10,29.6199913,0,0,2013,2018,5
"NWS58","Rowley Shoals 3",-17.5531,118.9738,119,-17.6,27.55122979,1.6494546,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345,0.203901616,66,0,7.5,29.62473679,0,0,2013,2018,5
"NWS59","Imperieuse lagoon bommie",-17.54732,118.9668,119,-17.5,27.56295745,1.641871558,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345,0.203901616,66,0,4,29.6199913,0,0,2013,2018,5
"NWS6","Hibernia Lagoon SE2",-11.97448,123.38116,123.4,-12,28.40379763,1.116002315,831.934116,537.7386661,1350.764201,225.9459604,70.06458781,1,13.39961781,5.686341651,1.377128396,0,95,0,4.5,29.42552948,0,0,2013,2019,6
"NWS60","Imperieuse 14",-17.54749,118.96884,119,-17.5,27.56295745,1.641871558,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345,0.203901616,66,0,2,29.6199913,0,0,2013,2018,5
"NWS61","Imperieuse edge RS3-3",-17.5582,118.9724,119,-17.6,27.55122979,1.6494546,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345,0.203901616,66,0,5.5,29.62473679,0,0,2013,2018,5
"NWS62","Imperieuse anchorage",-17.50713,118.96635,119,-17.5,27.56295745,1.641871558,762.6808138,506.3384003,1206.171079,207.3773779,53.60743457,1,9.773905588,3.237830082,1.120452608,0.203901616,66,0,16,29.6199913,0,0,2013,2018,5
"NWS63","Imperieuse north",-17.50218,118.96276,119,-17.5,27.56295745,1.641871558,758.6835872,523.2802778,1189.312754,199.8333659,53.88886034,0,10.01854769,3.329221436,1.14958506,0.203901616,66,0,6,29.6199913,0,0,2013,2018,5
"NWS64","Imperieuse north lagoon",-17.56045,118.94214,118.9,-17.6,27.549215,1.648324549,790.686024,519.6924274,1237.512411,214.7264227,58.48175713,1,9.761251721,3.229638167,1.112998032,0.203901616,66,0,1.75,29.62799454,0,0,2013,2018,5
"NWS65","Mermaid south M7",-17.13371,119.6339,119.6,-17.1,27.78543727,1.618182504,857.7856391,556.4559093,1339.573627,215.785391,81.11351859,1,8.798316723,2.932212345,1.069263485,0,57,0,8.5,29.754179,0,0,2013,NA,NA
"NWS66","Mermaid anchorage dropoff 1.3",-17.0764,119.6539,119.7,-17.1,27.81275129,1.612100458,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661,0,57,0,12,29.76688004,0,0,2013,2018,5
"NWS67","Mermaid anchorage bommie",-17.07374,119.6455,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661,0,57,0,4.5,29.75201416,0,0,2013,2018,5
"NWS68","Mermaid S channel entrance",-17.06263,119.64696,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661,0,57,0,9.5,29.75201416,0,0,2013,2018,5
"NWS69","Mermaid anchorage dropoff 1.1",-17.0658,119.6494,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661,0,57,0,13.5,29.75201416,0,0,2013,2018,5
"NWS7","Big Fish Gulch",-11.9671,123.3586,123.4,-12,28.40379763,1.116002315,1141.741996,628.4476708,1756.922081,272.48673,97.98739987,1,13.67891054,5.783206694,1.401453677,0,95,0,5.75,29.42552948,0,0,2013,2019,6
"NWS70","Mermaid SW bommie M11",-17.1641,119.6277,119.6,-17.2,27.77010806,1.627083391,857.7856391,556.4559093,1339.573627,215.785391,81.11351859,1,8.798316723,2.932212345,1.069263485,0,57,0,6.75,29.75576591,0,0,2013,NA,NA
"NWS71","Mermaid S bommie",-17.15365,119.6311,119.6,-17.2,27.77010806,1.627083391,857.7856391,556.4559093,1339.573627,215.785391,81.11351859,1,8.798316723,2.932212345,1.069263485,0,57,0,6,29.75576591,0,0,2013,2018,5
"NWS72","Mermaid Reef Lagoon Dragon",-17.0754,119.64617,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661,0,57,0,10,29.75201416,0,0,2013,2018,5
"NWS73","Mermaid channel mid bank",-17.06644,119.64167,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661,0,57,0,4.5,29.75201416,0,0,2013,2018,5
"NWS74","Mermaid Lagoon Reef Dragon Escape",-17.06983,119.64367,119.6,-17.1,27.7978945866667,1.61093334625,785.953659633333,538.536728991667,1192.75225275,192.286888675,61.5998817691667,1,9.21836714383333,3.0681702765,1.11757497141667,0,57,0,4.25,29.75131003,0,0,2013,2018,5
"NWS75","Mermaid west lagoon",-17.08687,119.6148,119.6,-17.1,27.8013471,1.609731619,714.7789271,487.5781383,1136.316134,193.3283437,57.54107263,1,9.431106443,3.141714455,1.139181622,0,57,0,6,29.75201416,0,0,2013,2018,5
"NWS76","Mermaid central bommie",-17.11469,119.63474,119.6,-17.1,27.78543727,1.618182504,883.1272295,598.6444996,1305.704586,194.0943641,76.1409837,1,9.020377053,3.003535343,1.095140048,0,57,0,5.5,29.754179,0,0,2013,2018,5
"NWS77","Mermaid Reef Cod Hole",-17.06202,119.64815,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661,0,57,0,13.5,29.75201416,0,0,2013,2018,5
"NWS78","Mermaid channel bommies",-17.0666,119.64027,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661,0,57,0,5.5,29.75201416,0,0,2013,2018,5
"NWS79","Mermaid dropoff 1.2",-17.0721,119.6533,119.7,-17.1,27.81275129,1.612100458,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661,0,57,0,7.5,29.76688004,0,0,2013,2018,5
"NWS8","Hibernia Lagoon South",-11.97908,123.36079,123.4,-12,28.40379763,1.116002315,1141.741996,628.4476708,1756.922081,272.48673,97.98739987,1,13.67891054,5.783206694,1.401453677,0,95,0,5,29.42552948,0,0,2013,2019,6
"NWS80","Mermaid Reef No Pygmy",-17.08181,119.65518,119.7,-17.1,27.81275129,1.612100458,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661,0,57,0,8,29.76688004,0,0,2013,2018,5
"NWS81","Mermaid North M1",-17.02767,119.61792,119.6,-17,27.81783597,1.60163414,784.420216,490.8931236,1213.944331,212.8160163,70.37681959,0,9.659595716,3.217297673,1.165684923,0,57,0,8.5,29.75001907,0,0,2013,2018,5
"NWS82","Mermaid west dropoff M4",-17.0762,119.5962,119.6,-17.1,27.7917366,1.607250576,714.7789271,487.5781383,1136.316134,193.3283437,57.54107263,1,9.431106443,3.141714455,1.139181622,0,57,0,6.5,29.73923492,0,0,2013,2018,5
"NWS83","Clerke North C1B",-17.24607,119.35201,119.4,-17.2,27.70641931,1.622233168,696.7524028,452.7531148,1182.118162,203.6871141,57.01844201,1,9.57255786,3.189231655,1.131364166,0.408376679,55.25,0,8,29.68066597,0,0,2013,2018,5
"NWS84","Clerke North Point",-17.24612,119.34713,119.3,-17.2,27.70120049,1.620297508,696.7524028,452.7531148,1182.118162,203.6871141,57.01844201,1,9.57255786,3.189231655,1.131364166,0.408376679,55.25,0,8,29.68140221,0,0,2013,2018,5
"NWS85","Clerke Reef - Far too early",-17.24607,119.35201,119.4,-17.2,27.70641931,1.622233168,696.7524028,452.7531148,1182.118162,203.6871141,57.01844201,1,9.57255786,3.189231655,1.131364166,0.408376679,55.25,0,4.5,29.68066597,0,0,2013,NA,NA
"NWS86","Clerke anchorage dropoff 2.1",-17.2909,119.35929,119.4,-17.3,27.69127162,1.629373344,735.06261,487.2361518,1216.322032,207.1345137,61.52807904,1,9.318357578,3.096731031,1.100723801,0.408376679,64,0,6.5,29.67437172,0,0,2013,2018,5
"NWS87","Clerke Anchorage Dropoff 2.2",-17.2843,119.3769,119.4,-17.3,27.69127162,1.629373344,715.6625445,498.0946801,1200.993112,206.998631,56.94927474,1,9.1558746,3.046846267,1.08780711,0.408376679,64,0,6,29.67437172,0,0,2013,2018,5
"NWS88","Clerke anchorage dropoff 2.3",-17.288,119.3775,119.4,-17.3,27.69127162,1.629373344,715.6625445,498.0946801,1200.993112,206.998631,56.94927474,1,9.1558746,3.046846267,1.08780711,0.408376679,64,0,6.5,29.67437172,0,0,2013,2018,5
"NWS89","Blue lagoon",-17.25302,119.36037,119.4,-17.3,27.69127162,1.629373344,696.7524028,452.7531148,1182.118162,203.6871141,57.01844201,1,9.57255786,3.189231655,1.131364166,0.408376679,64,0,18,29.67437172,0,0,2013,2018,5
"NWS9","Spur and Groove Reef",-11.9685,123.3356,123.3,-12,28.40088781,1.114160786,1260.8574952,652.67313908,1926.3862314,295.31618442,110.162286976,0.8,13.733716814,5.799917061,1.4055176476,0,77.25,0,7.5,29.41734123,0,0,2013,2019,6
"NWS90","Clerke Reef Snorkelling Paradise",-17.28632,119.3724,119.4,-17.3,27.69127162,1.629373344,715.6625445,498.0946801,1200.993112,206.998631,56.94927474,1,9.1558746,3.046846267,1.08780711,0.408376679,64,0,2.25,29.67437172,0,0,2013,2018,5
"NWS91","Clerke NE C14",-17.28312,119.37301,119.4,-17.3,27.69127162,1.629373344,715.6625445,498.0946801,1200.993112,206.998631,56.94927474,1,9.1558746,3.046846267,1.08780711,0.408376679,64,0,1.75,29.67437172,0,0,2013,2018,5
"NWS92","Clerke Reef Aquarium",-17.28321,119.37053,119.4,-17.3,27.69127162,1.629373344,715.6625445,498.0946801,1200.993112,206.998631,56.94927474,1,9.1558746,3.046846267,1.08780711,0.408376679,64,0,8,29.67437172,0,0,2013,2018,5
"NWS93","Clerke west lagoon C26",-17.29772,119.3423,119.3,-17.3,27.68549426,1.626992432,776.5684611,507.7714786,1304.367217,239.1575664,80.63738521,2,9.064157296,3.004230407,1.070083436,0.408376679,64,0,3.5,29.66982079,0,0,2013,2018,5
"NWS94","Clerke west C12",-17.31065,119.3675,119.4,-17.3,27.67829307,1.636776196,776.5684611,507.7714786,1304.367217,239.1575664,80.63738521,2,9.064157296,3.004230407,1.070083436,0.408376679,64,0,5.75,29.67575073,0,0,2013,2018,5
"NWS95","Clerke lagoon bommie C13",-17.31065,119.3675,119.4,-17.3,27.67829307,1.636776196,776.5684611,507.7714786,1304.367217,239.1575664,80.63738521,2,9.064157296,3.004230407,1.070083436,0.408376679,64,0,5,29.67575073,0,0,2013,2018,5
"NWS96","South Lagoon bommie C21",-17.31882,119.3605,119.4,-17.3,27.67829307,1.636776196,776.5684611,507.7714786,1304.367217,239.1575664,80.63738521,2,9.064157296,3.004230407,1.070083436,0.408376679,64,0,3,29.67575073,0,0,2013,2018,5
"NWS97","Clerke south lagoon C25",-17.3155,119.3675,119.4,-17.3,27.67829307,1.636776196,776.5684611,507.7714786,1304.367217,239.1575664,80.63738521,2,9.064157296,3.004230407,1.070083436,0.408376679,64,0,3,29.67575073,0,0,2013,2018,5
"NWS98","Clerke lagoon east C20",-17.30694,119.37064,119.4,-17.3,27.67829307,1.636776196,723.8672212,502.4603922,1224.85097,209.4464348,58.46504853,1,8.911812465,2.960841865,1.059117527,0.408376679,64,0,3,29.67575073,0,0,2013,2018,5
"NWS99","Clerke lagoon NW bommie C29",-17.2909,119.35929,119.4,-17.3,27.69127162,1.629373344,735.06261,487.2361518,1216.322032,207.1345137,61.52807904,1,9.318357578,3.096731031,1.100723801,0.408376679,64,0,2.5,29.67437172,0,0,2013,2018,5
"WA83","Bardi Hole  Cape Leveque",-16.43598,123.05123,123.1,-16.4,27.96941169,1.982886796,2573.406706,1780.55898,3631.919498,437.713128,263.2308941,2,0.049821989,0.019058099,0.005088411,187.6628402,38.5,378,5.75,29.98856354,0,0,2010,2018,8
"WA84","Rippy channel  Cape Leveque",-16.43131,123.08899,123.1,-16.4,27.96941169,1.982886796,2825.647598,1904.162292,3900.440277,482.8937757,259.3715284,2,0.163947511,0.172616107,0.03300152,187.6628402,38.5,378,4.05,29.98856354,0,0,2010,NA,NA
"WA85","Bardi Hole2  Cape Leveque",-16.43073,123.06852,123.1,-16.4,27.96941169,1.982886796,2657.48700333333,1821.760084,3721.42642433333,452.7733439,261.944438866667,2,0.0878638296666667,0.0702441016666667,0.0143927806666667,187.6628402,38.5,378,6.25,29.98856354,0,0,2010,NA,NA
"WA86","Gundanin Headland",-16.41926,123.0338,123,-16.4,27.96592013,1.9520062825,2573.406706,1780.55898,3631.919498,437.713128,263.2308941,2,0.452437578,0.3538679475,0.0830840345,268.8378402,52.25,654,4,29.97663498,0,0,2010,2018,8
"WA87","One tree reef S",-16.39654,123.03509,123,-16.4,27.96984116,1.928749252,2573.406706,1780.55898,3631.919498,437.713128,263.2308941,2,0.023973716,0.025636392,0.005285348,268.8378402,52.25,654,8,29.97140694,0,0,2010,2018,8
