Region,SiteCode,SiteLong,SiteLat,SiteLong_rd,SiteLat_rd,Mean_SST_cl,SD_SST_cl,npp_mean,npp_min,npp_max,npp_sd,npp_interann_sd,npp_flag,wave_mean,wave_sd,wave_interann_sd
NW,NWS54,118.9369,-17.5804,118.9,-17.6,27.549215,1.648324549,790.686024,519.6924274,1237.512411,214.7264227,58.48175713,1,9.761251721,3.229638167,1.112998032
NW,NWS55,118.97193,-17.56991,119,-17.6,27.55122979,1.6494546,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345
NW,NWS56,118.9747,-17.6102,119,-17.6,27.5418884,1.657827763,754.944784,489.4533705,1255.691256,225.2495194,53.09896458,1,9.316337943,3.074884907,1.065180082
NW,NWS57,118.9737,-17.548,119,-17.5,27.56295745,1.641871558,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345
NW,NWS58,118.9738,-17.5531,119,-17.6,27.55122979,1.6494546,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345
NW,NWS59,118.9668,-17.54732,119,-17.5,27.56295745,1.641871558,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345
NW,NWS6,123.38116,-11.97448,123.4,-12,28.40379763,1.116002315,831.934116,537.7386661,1350.764201,225.9459604,70.06458781,1,13.39961781,5.686341651,1.377128396
NW,NWS60,118.96884,-17.54749,119,-17.5,27.56295745,1.641871558,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345
NW,NWS61,118.9724,-17.5582,119,-17.6,27.55122979,1.6494546,769.575218,499.6966388,1231.723822,214.3483936,53.59305375,1,9.545121765,3.156357495,1.092816345
NW,NWS62,118.96635,-17.50713,119,-17.5,27.56295745,1.641871558,762.6808138,506.3384003,1206.171079,207.3773779,53.60743457,1,9.773905588,3.237830082,1.120452608
NW,NWS63,118.96276,-17.50218,119,-17.5,27.56295745,1.641871558,758.6835872,523.2802778,1189.312754,199.8333659,53.88886034,0,10.01854769,3.329221436,1.14958506
NW,NWS64,118.94214,-17.56045,118.9,-17.6,27.549215,1.648324549,790.686024,519.6924274,1237.512411,214.7264227,58.48175713,1,9.761251721,3.229638167,1.112998032
NW,NWS65,119.6277,-17.1641,119.6,-17.2,27.77010806,1.627083391,857.7856391,556.4559093,1339.573627,215.785391,81.11351859,1,8.798316723,2.932212345,1.069263485
NW,NWS66,119.6539,-17.0764,119.7,-17.1,27.81275129,1.612100458,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661
NW,NWS67,119.6455,-17.07374,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661
NW,NWS68,119.64696,-17.06263,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661
NW,NWS69,119.6494,-17.0658,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661
NW,NWS7,123.3586,-11.9671,123.4,-12,28.40379763,1.116002315,1141.741996,628.4476708,1756.922081,272.48673,97.98739987,1,13.67891054,5.783206694,1.401453677
NW,NWS70,119.6339,-17.13371,119.6,-17.1,27.78543727,1.618182504,857.7856391,556.4559093,1339.573627,215.785391,81.11351859,1,8.798316723,2.932212345,1.069263485
NW,NWS71,119.6311,-17.15365,119.6,-17.2,27.77010806,1.627083391,857.7856391,556.4559093,1339.573627,215.785391,81.11351859,1,8.798316723,2.932212345,1.069263485
NW,NWS72,119.64617,-17.0754,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661
NW,NWS73,119.64167,-17.06644,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661
NW,NWS74,119.643667,-17.06983,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661
NW,NWS75,119.6148,-17.08687,119.6,-17.1,27.8013471,1.609731619,714.7789271,487.5781383,1136.316134,193.3283437,57.54107263,1,9.431106443,3.141714455,1.139181622
NW,NWS76,119.63474,-17.11469,119.6,-17.1,27.78543727,1.618182504,883.1272295,598.6444996,1305.704586,194.0943641,76.1409837,1,9.020377053,3.003535343,1.095140048
NW,NWS77,119.64815,-17.06202,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661
NW,NWS78,119.64027,-17.0666,119.6,-17.1,27.8013471,1.609731619,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661
NW,NWS79,119.6533,-17.0721,119.7,-17.1,27.81275129,1.612100458,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661
NW,NWS8,123.36079,-11.97908,123.4,-12,28.40379763,1.116002315,1141.741996,628.4476708,1756.922081,272.48673,97.98739987,1,13.67891054,5.783206694,1.401453677
NW,NWS80,119.65518,-17.08181,119.7,-17.1,27.81275129,1.612100458,782.6216491,541.5230078,1174.389569,188.8632777,58.35774171,1,9.242437383,3.07485834,1.12101661
NW,NWS81,119.61792,-17.02767,119.6,-17,27.81783597,1.60163414,784.420216,490.8931236,1213.944331,212.8160163,70.37681959,0,9.659595716,3.217297673,1.165684923
NW,NWS82,119.5962,-17.0762,119.6,-17.1,27.7917366,1.607250576,714.7789271,487.5781383,1136.316134,193.3283437,57.54107263,1,9.431106443,3.141714455,1.139181622
NW,NWS83,119.35201,-17.24607,119.4,-17.2,27.70641931,1.622233168,696.7524028,452.7531148,1182.118162,203.6871141,57.01844201,1,9.57255786,3.189231655,1.131364166
NW,NWS84,119.34713,-17.24612,119.3,-17.2,27.70120049,1.620297508,696.7524028,452.7531148,1182.118162,203.6871141,57.01844201,1,9.57255786,3.189231655,1.131364166
NW,NWS85,119.35201,-17.24607,119.4,-17.2,27.70641931,1.622233168,696.7524028,452.7531148,1182.118162,203.6871141,57.01844201,1,9.57255786,3.189231655,1.131364166
NW,NWS86,119.3781,-17.2927,119.4,-17.3,27.69127162,1.629373344,715.6625445,498.0946801,1200.993112,206.998631,56.94927474,1,9.1558746,3.046846267,1.08780711
NW,NWS87,119.3769,-17.2843,119.4,-17.3,27.69127162,1.629373344,715.6625445,498.0946801,1200.993112,206.998631,56.94927474,1,9.1558746,3.046846267,1.08780711
NW,NWS88,119.3775,-17.288,119.4,-17.3,27.69127162,1.629373344,715.6625445,498.0946801,1200.993112,206.998631,56.94927474,1,9.1558746,3.046846267,1.08780711
NW,NWS89,119.36037,-17.25302,119.4,-17.3,27.69127162,1.629373344,696.7524028,452.7531148,1182.118162,203.6871141,57.01844201,1,9.57255786,3.189231655,1.131364166
NW,NWS9,123.33694,-11.9706,123.3,-12,28.40088781,1.114160786,1141.741996,628.4476708,1756.922081,272.48673,97.98739987,1,13.67891054,5.783206694,1.401453677
NW,NWS90,119.3724,-17.28632,119.4,-17.3,27.69127162,1.629373344,715.6625445,498.0946801,1200.993112,206.998631,56.94927474,1,9.1558746,3.046846267,1.08780711
NW,NWS91,119.37301,-17.28312,119.4,-17.3,27.69127162,1.629373344,715.6625445,498.0946801,1200.993112,206.998631,56.94927474,1,9.1558746,3.046846267,1.08780711
NW,NWS92,119.37053,-17.28321,119.4,-17.3,27.69127162,1.629373344,715.6625445,498.0946801,1200.993112,206.998631,56.94927474,1,9.1558746,3.046846267,1.08780711
NW,NWS93,119.3423,-17.29772,119.3,-17.3,27.68549426,1.626992432,776.5684611,507.7714786,1304.367217,239.1575664,80.63738521,2,9.064157296,3.004230407,1.070083436
NW,NWS94,119.33673,-17.30364,119.3,-17.3,27.67173529,1.633578339,776.5684611,507.7714786,1304.367217,239.1575664,80.63738521,2,9.064157296,3.004230407,1.070083436
NW,NWS95,119.3675,-17.31065,119.4,-17.3,27.67829307,1.636776196,776.5684611,507.7714786,1304.367217,239.1575664,80.63738521,2,9.064157296,3.004230407,1.070083436
NW,NWS96,119.3605,-17.31882,119.4,-17.3,27.67829307,1.636776196,776.5684611,507.7714786,1304.367217,239.1575664,80.63738521,2,9.064157296,3.004230407,1.070083436
NW,NWS97,119.3675,-17.3155,119.4,-17.3,27.67829307,1.636776196,776.5684611,507.7714786,1304.367217,239.1575664,80.63738521,2,9.064157296,3.004230407,1.070083436
NW,NWS98,119.37064,-17.30694,119.4,-17.3,27.67829307,1.636776196,723.8672212,502.4603922,1224.85097,209.4464348,58.46504853,1,8.911812465,2.960841865,1.059117527
NW,NWS99,119.35929,-17.2909,119.4,-17.3,27.69127162,1.629373344,735.06261,487.2361518,1216.322032,207.1345137,61.52807904,1,9.318357578,3.096731031,1.100723801
NW,WA83,123.05123,-16.43598,123.1,-16.4,27.96941169,1.982886796,2573.406706,1780.55898,3631.919498,437.713128,263.2308941,2,0.049821989,0.019058099,0.005088411
NW,WA84,123.08899,-16.43131,123.1,-16.4,27.96941169,1.982886796,2825.647598,1904.162292,3900.440277,482.8937757,259.3715284,2,0.163947511,0.172616107,0.03300152
NW,WA85,123.068522,-16.430728,123.1,-16.4,27.96941169,1.982886796,2573.406706,1780.55898,3631.919498,437.713128,263.2308941,2,0.049821989,0.019058099,0.005088411
NW,WA86,123.033795,-16.419257,123,-16.4,27.9619991,1.975263313,2573.406706,1780.55898,3631.919498,437.713128,263.2308941,2,0.88090144,0.682099503,0.160882721
NW,WA87,123.03509,-16.39654,123,-16.4,27.96984116,1.928749252,2573.406706,1780.55898,3631.919498,437.713128,263.2308941,2,0.023973716,0.025636392,0.005285348
