"","X1","X2","X3","X4","X5","X6","X7","ind.Coral.sp...pval..."
"Pectinia.Encrusting",0,0,0,0,0.0416666666666667,0,0,0.32
"Pectinia.lactuca",0,0,0.00808812315784539,0.00193690228632875,0,0.00855723430100042,0.00508753525624282,0.95
"Pectinia.paeonia",0,0,0,0.00278264451820229,0.0266790874162711,0.00491748939256709,0.00182724784206566,0.28
"Pectinia.teres",0,0,0,0,0,0.04,0,0.06
"Phymastrea",0,0,0,0.0144738746562455,0,0.00639455782312925,0,0.75
"Phymastrea.magnistellata",0,0,0.00315288146660239,0.00113255384506519,0,0.0738534738194704,0.0223110414127437,0.03
"Physogyra.lichtensteini",0,0,0,0,0,0.00495726495726496,0.0755231358679635,0.02
"Platygyra",0,0,0,0,0,0.0279518072289157,0.00519318653926049,0.22
"Platygyra.contorta",0.00417148287996712,0.0614655232517604,0,0,0,0,0.0020144393396274,0.04
"Platygyra.daedalea",0,0,0.203320380431178,0.00194760491169023,0,0.00516271109990846,0,0.01
"Platygyra.Hemispherical",0.00504385964912281,0,0.0309782608695652,0,0,0,0,0.32
"Platygyra.lamellina",0,0,0.0184630076663926,0,0.0169564775269473,0,0.00580673665607709,0.61
"Platygyra.pini",0.000961116731884188,0,0.0118059291564905,0.0169633404901316,0.00542129906578425,0.00124906730475669,0.00742608385705524,0.78
"Platygyra.ryukyuensis",0,0,0,0,0.0281531531531532,0.00648648648648649,0,0.52
"Platygyra.sinensis",0,0,0.0684885617904508,0.00656051592343114,0,0,0.00287201341158529,0.05
"Platygyra.Submassive",0,0.00904929798408911,0.00754393272397599,0,0.0415702126144093,0,0.00237261617775464,0.15
"Platygyra.verweyi",0.00220567528223168,0,0.0451558852676163,0.00973233000267639,0,0.00128992301855473,0.00106513659214785,0.11
"Platygyra.yaeyamaensis",0.0175438596491228,0,0,0,0,0,0,0.77
"Pocillopora",0.0357313203016086,0.00470080416504399,0.00391881783891191,0.000938458414116976,0,0.00331688741885504,0.0542297289051805,0.12
"Pocillopora.damicornis",0.00266841148203842,0.00982955658179459,0.0218517174672787,0.264306942478098,0,0.0267603780205409,0.00357943127606967,0.01
"Pocillopora.eydouxi",0.0164290046585151,0.0082526029894118,0.00764418802421887,0.0131802550233793,0,0.00194101222310966,0.0126217724080035,0.99
"Pocillopora.meandrina",0,0.037428007926983,0,0.000498136456791896,0,0.0622376869734946,0.0372464309087403,0.09
"Pocillopora.verrucosa",0.0948248210494304,0.0103078849047043,0.00859315168804268,0.0209595215166576,0.00175377208448093,0.0387434910797522,0.207848475846273,0.01
"Podabacia.crustacea",0,0,0.00325520102550057,0,0.0717500559370751,0.000688800536995921,0.000511891005496374,0.01
"Porites",0,0,0,0.0059754142610473,0,0.0052798760410614,0.00784761599444322,1
"Porites.annae",0,0,0.155465016247933,0.000762909127295534,0.00585161896595776,0,0,0.01
"Porites.Branching",0,0,0,0.0279912873096512,0,0.0041221835778013,0.0122538156296115,0.33
"Porites.cylindrica",0.000279918135525232,0.00103112700943478,0.00200572720738826,0.00621672962293088,0.388675807571997,0.0318763634823678,0.022089014906662,0.01
"Porites.Encrusting",0.0129162713842234,0,0,0,0,0.0041964965727342,0.0145538426521697,0.81
"Porites.Hemispherical",0,0,0,0.00374249277279119,0.0617166946196384,0.402819220379306,0.100766445673953,0.01
"Porites.lichen",0.0730201364602873,0.439895745257449,0.000786105854677515,0.00367092573287728,0.00126343315098561,0.00162181498878518,0.0338774351105658,0.01
"Porites.Massive",0.0202169265193724,0,0.0109559870334884,0.299999482599016,0.0071871492320379,0.00331183836612307,0.0871769581807959,0.01
"Porites.monticulosa",0,0,0,0,0,0.02,0,0.54
"Porites.nigrescens",0,0,0,0,0.115421704283908,0.022414235419339,0.000470548819910615,0.01
"Porites.rus",0.000380118535427713,0,0.00038910054240852,0.00413718329555199,0.00214410611389695,0.0274665139044872,0.224496323383246,0.02
"Porites.Solid.plates",0,0,0,0,0,0.02,0,0.6
"Porites.Submassive",0.00378670113557397,0.0278979410192287,0.00516823860091571,0.00618831647778273,0.00237326234364966,0.0251527836229366,0.0243681272174596,0.85
"Porites.vaughani",0.0372907165704978,0.00989436902414415,0.0054989498924355,0.000658430170461381,0.00757537628411036,0.000290894449309838,0.0428040286588495,0.43
"Psammocora.contigua",0,0,0,0.00811870100783874,0,0,0.0106624319419238,1
"Psammocora.Encrusting",0,0,0,0,0,0.04,0,0.08
"Psammocora.nierstraszi",0,0,0,0,0,0.00734177215189873,0.0218245307725884,0.66
"Psammocora.obtusangula",0,0,0,0,0.0416666666666667,0,0,0.21
"Psammocora.profundacella",0,0,0,0,0,0.0511764705882353,0.00253549695740365,0.1
"Psammocora.Submassive",0,0,0,0.00811870100783874,0,0,0.0106624319419238,1
"Sandalolitha.robusta",0,0,0,0,0,0.02,0,0.58
"Seriatopora",0.00792847503373819,0,0,0.0233224222585925,0,0,0,0.55
"Seriatopora.aculeata",0,0,0,0.00432744320230797,0.0663841807909605,0,0,0.04
"Seriatopora.caliendrum",0.000147232026175262,0.0581404247689968,0.0406919818278906,0.00692956962308267,0.0996576777173803,0.000765370964869481,0,0.01
"Seriatopora.hystrix",0.000141560021680628,0.0275331353188787,0,0.00156154994490842,0.184450496374519,0.0229044398199299,0.0131024025715025,0.01
"Solid.plate.corals",0,0.0276190476190476,0,0,0,0,0.0217241379310345,0.22
"Stylocoeniella.guentheri",0.0454565047866483,0,0,0,0,0.00492293946839401,0.0018292729891476,0.17
"Stylophora",0,0,0,0.0212765957446809,0,0,0,0.39
"Stylophora.Branching",0.0175438596491228,0,0,0,0,0,0,0.8
"Stylophora.pistillata",0.0286210421576389,0.129318165085222,0.00729827044235281,0.0961263823088525,0.0124479677162848,0.0172080705709921,0.0811899424025436,0.05
"Stylophora.subseriata",0,0,0,0.0107502799552072,0.0206140350877193,0,0,0.48
"Sub.massive.corals",0.0311558463406177,0.0558870088395676,0.0814032844727936,0.0354638364150583,0.00305632079591385,0.0150224279760758,0.0360217024127207,0.32
"Symphyllia",0,0,0,0,0,0.06,0,0.03
"Symphyllia.agaricia",0,0,0,0,0,0,0.0344827586206897,0.4
"Symphyllia.hemispherica",0,0,0,0.0212765957446809,0,0,0,0.45
"Symphyllia.radians",0,0.0476190476190476,0,0,0,0,0,0.09
"Symphyllia.recta",0.00704607002086799,0.0230714855105065,0.00961675341222437,0.0103633687178814,0,0.00610471506608003,0.00302453184011099,0.69
"Symphyllia.Submassive",0,0.0229527935301076,0,0.0274934774471095,0,0,0.00150448602062685,0.35
"Tabular.Acropora.corals",0.000171245717344375,0,0.0967612757655434,0.00604484203514938,0,0.0333381299522603,0.0150506354174556,0.02
"Tubastrea",0,0,0,0,0,0,0.0344827586206897,0.37
"Tubastrea.coccinea",0.0175438596491228,0,0,0,0,0,0,0.74
"Turbinaria.Encrusting",0.00663611170018624,0,0.0305681383467464,0,0,0.00215607269139051,0,0.18
"Turbinaria.Foliose",0.00792847503373819,0,0,0.0116612111292962,0,0,0,0.74
"Turbinaria.frondens",0,0,0.0434782608695652,0,0,0,0,0.04
"Turbinaria.mesenterina",0.0138382505349647,0,0,0,0,0,0.0417661972243797,0.18
"Turbinaria.peltata",0.0350877192982456,0,0,0,0,0,0,0.11
"Turbinaria.reniformis",0.0111831511145012,0.0126754083275822,0,0,0,0,0.00166166916541729,0.91
"Turbinaria.Solid.plates",0,0,0.0869565217391304,0,0,0,0,0.03
"Turbinaria.stellulata",0.0203916605140105,0,0,0,0,0,0.00722133923018451,0.57
