survey_id,s_year,s_month,lat,lon,tminus,max_dhw
912343314,2013,7,-16.924999237060547,150.02499389648438,6,0.1599999964237213
912343315,2013,7,-16.924999237060547,150.02499389648438,1,2.880344867706299
912343315,2013,7,-16.924999237060547,150.02499389648438,2,0.46266666054725647
912343315,2013,7,-16.924999237060547,150.02499389648438,3,4.010000228881836
912343315,2013,7,-16.924999237060547,150.02499389648438,4,1.350000023841858
912343315,2013,7,-16.924999237060547,150.02499389648438,5,3.2663333415985107
912343315,2013,7,-16.924999237060547,150.02499389648438,6,0.1599999964237213
912343324,2013,7,-16.524999618530273,150.27499389648438,1,3.661999940872192
912343324,2013,7,-16.524999618530273,150.27499389648438,2,1.8626667261123655
912343324,2013,7,-16.524999618530273,150.27499389648438,3,6.559999942779541
912343324,2013,7,-16.524999618530273,150.27499389648438,4,2.7899999618530273
912343324,2013,7,-16.524999618530273,150.27499389648438,5,5.711999893188477
912343324,2013,7,-16.524999618530273,150.27499389648438,6,0.5
912343325,2013,7,-16.524999618530273,150.27499389648438,1,3.661999940872192
912343325,2013,7,-16.524999618530273,150.27499389648438,2,1.8626667261123655
912343325,2013,7,-16.524999618530273,150.27499389648438,3,6.559999942779541
912343325,2013,7,-16.524999618530273,150.27499389648438,4,2.7899999618530273
912343325,2013,7,-16.524999618530273,150.27499389648438,5,5.711999893188477
912343325,2013,7,-16.524999618530273,150.27499389648438,6,0.5
912343326,2013,7,-16.524999618530273,150.27499389648438,1,3.661999940872192
912343326,2013,7,-16.524999618530273,150.27499389648438,2,1.8626667261123655
912343326,2013,7,-16.524999618530273,150.27499389648438,3,6.559999942779541
912343326,2013,7,-16.524999618530273,150.27499389648438,4,2.7899999618530273
912343326,2013,7,-16.524999618530273,150.27499389648438,5,5.711999893188477
912343326,2013,7,-16.524999618530273,150.27499389648438,6,0.5
912343327,2013,7,-16.524999618530273,150.27499389648438,1,3.661999940872192
912343327,2013,7,-16.524999618530273,150.27499389648438,2,1.8626667261123655
