site_code,pre_post,longitude,latitude,cluster,site_name,Acanthastrea.Submassive,Acropora.Arborescent.table,Acropora.Bottlebrush,Acropora.Branching,Acropora.Corymbose,Acropora.Digitate,Acropora.Staghorn,Acropora.Tabular,Alveopora.Branching,Alveopora.Submassive,Anacropora,Astrea,Astreopora.Encrusting,Astreopora.Hemispherical,Astreopora.Solid.plates,Astreopora.Submassive,Coeloseris,Coral.Branching,Coral.Columnar,Coral.Digitate,Coral.Encrusting,Coral.Foliose.Plate,Coral.massive,Coral.Submassive,Corals,Coscinaraea.Submassive,Ctenactis,Cycloseris,Cynarina,Cyphastrea.Encrusting,Cyphastrea.Hemispherical,Cyphastrea.Submassive,Diploastrea,Echinophyllia.Encrusting,Echinopora.branching,Echinopora.Branching,Echinopora.Encrusting,Echinopora.Plating,Echinopora.Submassive,Euphyllia,Favia.Hemispherical,Favia.Submassive,Favites.Encrusting,Favites.Hemispherical,Favites.Submassive,Fungia,Galaxea.Branching,Galaxea.Submassive,Gardineroseris,Goniastrea.Hemispherical,Goniastrea.Submassive,Goniopora,Goniopora.Columnar.or.digitate,Goniopora.Encrusting,Goniopora.Hemispherical,Goniopora.Submassive,Halomitra,Heliofungia,Heliopora,Herpolitha,Hydnophora.Branching,Hydnophora.Encrusting,Hydnophora.Submassive,Isopora.Branching,Isopora.Columnar.or.digitate,Isopora.Encrusting,Isopora.Submassive,Leptastrea.Encrusting,Leptastrea.Submassive,Leptoria,Leptoseris.Encrusting,Lobophyllia.Hemispherical,Lobophyllia.Submassive,Merulina.Submassive,Millepora.Branching,Millepora.Submassive,Montipora.Branching,Montipora.Encrusting,Montipora.Foliose.plate,Montipora.Submassive,Moseleya,Mycedium.Foliose.Plate,Oulophyllia.Hemispherical,Oxypora.Encrusting.plate,Pachyseris,Pachyseris.Encrusting,Pachyseris.Foliose,Pachyseris.Submassive,Pavona.Branching,Pavona.Encrusting.plate,Pavona.Submassive,Pectinia.Branching,Pectinia.Encrusting,Phymastrea.Submassive,Physogyra,Platygyra.Hemispherical,Platygyra.Submassive,Plesiastrea,Pocillopora.Branching,Podabacia,Porites.Branching,Porites.Encrusting,Porites.Foliose.plate,Porites.Massive,Porites.Submassive,Psammocora.Branching,Psammocora.Encrusting,Psammocora.Submassive,Sandalolitha,Seriatopora,Stony.corals,Stylocoeniella,Stylophora,Symphyllia.Hemispherical,Symphyllia.Submassive,Tubastrea,Tubipora,Turbinaria.Encrusting,Turbinaria.Foliose.plates
CS212,Pre,144.57013,-10.14587,7,Ashmore Reef NE bommy,0,1.55,0,0,4.1,1,0,6.65,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1.05,0,6.05,1,0,0,0,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS22,Pre,155.55458,-23.25491,2,Cato Lagoon South,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4,0,0,0,0,0,0,0,0,0,12.5,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
CS23,Pre,155.55701,-23.24037,2,Cato North,0,0,0,0,4.5,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,1.5,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS24,Pre,155.54233,-23.24474,2,Cato Entrance,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,3,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS25,Pre,155.54893,-23.244,2,Cato Passage,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
CS3,Pre,152.22077,-19.28476,1,Brodie Cay SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.8,0,0,0,0.275,0,0.55,0,0,0,0,0.55,0,0,0,0.25,0.5,0,0,0.55,0,0,0,0,0,1.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.525,0,0,0,0,0,0
CS31,Pre,155.47404,-22.17677,2,Bird Lagoon,0,0,0,0,0.5,0,6.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS32,Pre,155.47695,-22.17306,2,Bird Reef Hole,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,1,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0
CS33,Pre,155.45378,-22.16356,2,Bird North Bommie,0,1.5,0,5.5,6,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0.5,0,0,1.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
CS34,Pre,155.45462,-22.17084,2,Bird Inner West,0,0.5,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1.5,0,0,0,0,0,0
CS35,Pre,155.45081,-22.16866,2,Bird NW Bommie,0,0,0,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,4.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CS36,Pre,155.36165,-22.1854,2,Porpoise North,0,7.5,0,0,2.5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,0,6,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,1.5,0,0
CS38,Pre,155.35576,-22.18586,2,Porpoise Anchorage,0,0,0,0.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.5,0,0,1,0,0,0,0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,3,0,0.5,0,0,0,0,0,2,0,0,0.5,0,0,0,0,0,0
CS39,Pre,155.35547,-22.18985,2,Porpoise Lagoon,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
CS4,Pre,152.32594,-19.23026,1,Paget Cay Bommie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.525,0,0,0,0,0,0,0,1.075,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.5,0,0,0,0,0,2.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.55,0.525,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0,0,0,0.275,0,0.55,0,0,0,0,0,0,0,0,0.25,0.275,0,0,0,0,0
CS42,Pre,155.17601,-22.18602,2,Hilton Pool,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5,0.5,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,7.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS44,Pre,155.16463,-22.17629,2,NW Wreck Reef,1,0,0,0,3.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,1.5,1,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0
CS45,Pre,155.17796,-22.17583,2,North Wreck Reef,0,1,0,0,1,0.5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,9,0,0,0.5,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0
CS48,Pre,153.53757,-21.89729,1,Saumarez SW reef cay,0,0,0,1.5,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1.5,0,0,4,0,0,0.5,0,0,0,0,0.5,0,0,1,0,0,0,0,0,3
CS50,Pre,153.57968,-21.91736,1,Saumarez SW,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,8.5,1,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,3,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0
CS51,Pre,153.58669,-21.91631,4,Saumarez stripe seasnake,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0
CS52,Pre,155.7542,-21.25707,1,Kenn Reef anchorage bommie,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,1.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CS54,Pre,155.75829,-21.25066,1,Kenn Reef bommie,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1.5,0.5,0.5,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.5,3.5,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,5
CS55,Pre,155.76086,-21.2535,1,Kenn Labyrinth,0,0.5,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,6.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
CS56,Pre,155.76361,-21.248,1,Kenn Reef rubble,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0.55,0,0.55,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0.55,1,0,0.55,0,1.6,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,1.05,0,0,0.5,0,0,0.55,0,0,0
CS57,Pre,155.76497,-21.24541,1,Kenn Cave,0,0,3.5,0,3.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0
CS58,Pre,155.76575,-21.19993,2,Kenn Reef North Cay bommie,0,0,0,0,3,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2.5,0,0,0,0,4.5,4.5,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0.5,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5
CS6,Pre,152.34184,-19.25796,1,Paget Cay South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS60,Pre,155.77281,-21.20282,2,Kenn Reef North Cay,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS61,Pre,155.76982,-21.20865,2,Kenn Reef Pipeline,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0.5,0,0,0,0,2,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS63,Pre,154.3944,-21.0003,1,Frederick Passage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.5,0,0,0.5,0,0,0,0,0,0
CS64,Pre,154.39374,-20.99787,1,Fredrick Central Bommie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS65,Pre,154.39197,-21.0065,1,Fredrick central reef,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS7,Pre,152.38809,-19.1254,1,Weather Station Inner Reef,0,0,0,0,1.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS72,Pre,154.37269,-21.02036,1,Fredrick Observatory Cay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS73,Pre,154.39572,-20.93697,1,North Fredrick Bommie,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,1.5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS74,Pre,154.39723,-20.93624,1,Frederick Lighthouse,0,1,2.5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,8,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
CS8,Pre,152.38714,-19.09532,1,Carola Cay,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS9,Pre,149.20002,-16.92194,1,NE Herald Cay NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
GBR146,Pre,148.92328,-20.06494,4,Alcyonaria Point,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,5,0,0,0,0,0,0.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
GBR148,Pre,148.88061,-20.04033,4,Blue Pearl Bay,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0.5,0,0,3.5,0,0.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0.5,0,0,2.5,0,7,0,0,17,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0
GBR16,Pre,151.77309,-23.24659,4,Tryon Island south,0,0,0.5,7.5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.5,0,0,0,8.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,0,0,0,2,0,0,0.5,0,0,0,0,0,0
GBR160,Pre,147.7231,-18.66173,4,Chicken Reef East,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR161,Pre,147.70284,-18.66084,4,Chicken Reef,0,0,0,0.5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,3.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0.5,0,0,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
