site_code,pre_post,longitude,latitude,cluster,site_name,Acanthastrea.Submassive,Acropora.Arborescent.table,Acropora.Bottlebrush,Acropora.Branching,Acropora.Corymbose,Acropora.Digitate,Acropora.Staghorn,Acropora.Tabular,Alveopora.Branching,Alveopora.Submassive,Anacropora,Astrea,Astreopora.Encrusting,Astreopora.Hemispherical,Astreopora.Solid.plates,Astreopora.Submassive,Coeloseris,Coral.Branching,Coral.Columnar,Coral.Digitate,Coral.Encrusting,Coral.Foliose.Plate,Coral.massive,Coral.Submassive,Corals,Coscinaraea.Submassive,Ctenactis,Cycloseris,Cynarina,Cyphastrea.Encrusting,Cyphastrea.Hemispherical,Cyphastrea.Submassive,Diploastrea,Echinophyllia.Encrusting,Echinopora.branching,Echinopora.Branching,Echinopora.Encrusting,Echinopora.Plating,Echinopora.Submassive,Euphyllia,Favia.Hemispherical,Favia.Submassive,Favites.Encrusting,Favites.Hemispherical,Favites.Submassive,Fungia,Galaxea.Branching,Galaxea.Submassive,Gardineroseris,Goniastrea.Hemispherical,Goniastrea.Submassive,Goniopora,Goniopora.Columnar.or.digitate,Goniopora.Encrusting,Goniopora.Hemispherical,Goniopora.Submassive,Halomitra,Heliofungia,Heliopora,Herpolitha,Hydnophora.Branching,Hydnophora.Encrusting,Hydnophora.Submassive,Isopora.Branching,Isopora.Columnar.or.digitate,Isopora.Encrusting,Isopora.Submassive,Leptastrea.Encrusting,Leptastrea.Submassive,Leptoria,Leptoseris.Encrusting,Lobophyllia.Hemispherical,Lobophyllia.Submassive,Merulina.Submassive,Millepora.Branching,Millepora.Submassive,Montipora.Branching,Montipora.Encrusting,Montipora.Foliose.plate,Montipora.Submassive,Moseleya,Mycedium.Foliose.Plate,Oulophyllia.Hemispherical,Oxypora.Encrusting.plate,Pachyseris,Pachyseris.Encrusting,Pachyseris.Foliose,Pachyseris.Submassive,Pavona.Branching,Pavona.Encrusting.plate,Pavona.Submassive,Pectinia.Branching,Pectinia.Encrusting,Phymastrea.Submassive,Physogyra,Platygyra.Hemispherical,Platygyra.Submassive,Plesiastrea,Pocillopora.Branching,Podabacia,Porites.Branching,Porites.Encrusting,Porites.Foliose.plate,Porites.Massive,Porites.Submassive,Psammocora.Branching,Psammocora.Encrusting,Psammocora.Submassive,Sandalolitha,Seriatopora,Stony.corals,Stylocoeniella,Stylophora,Symphyllia.Hemispherical,Symphyllia.Submassive,Tubastrea,Tubipora,Turbinaria.Encrusting,Turbinaria.Foliose.plates
NMP1,Pre,113.75042,-23.11234,3,Point Maud Outer,0,0,0,0,2,4.6,0,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
NMP11,Pre,113.76328,-23.20838,3,Maud RZ2,0,0,0,0.275,1.05,0.25,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.325,0,0.25,1.575,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0.275,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.775,0,1.85,0,0,0,6.425,6.875,5.95,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.775,0,0.25,0,0,0,0,0,4.775,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0
NMP19,Pre,113.73966,-23.09197,3,Maud SZ Nth,0,0.5,0,0,1.375,4.175,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMP2,Pre,113.75562,-23.12142,3,Point Maud Inner,0,0,0,0,2.666666667,3,3,0.666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0
NMP20,Pre,113.81843,-23.04473,3,Oyster rocks buoy,0,0,0,0,0.25,0,0,1.625,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0.25,0,26.375,0,0.25,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,3.825,0,0.475,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0.525,0,0,0,0,0.225,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0
NMP21,Pre,113.76709,-23.14221,3,Coral Bay (Sanctuary zone),0,0,0,1.05,0,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0.5,1.6,0,0,0,0,0,0,0,0.55,0,0,0,0.55,0.5,1.05,0,0,0.5,0,0,0,0,0.55,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,1.05,10.35,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMP24,Pre,113.76248,-23.20194,3,Yalobia Bommie,0,0.55,0,0,15.35,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0.55,0.5,0,0.5,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4.65,1.5,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0
NMP27,Pre,113.7404,-23.13496,3,Coral Bay Offshore,0,0,0,0.5,0.5,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMP6,Pre,113.75875,-23.16108,3,Monck Head Outer,0,0,0,0,0.25,2.05,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.775,0,0,1.775,0,0,0,0,0,0.525,0,0.5,0,0,0,3.025,0,0,0,0,0,0,0,0,1.25,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0,0.5,0,0,0,3.05,3.3,3.825,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.825,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0
NMP9,Pre,113.76158,-23.12627,3,Bills Bay 1,0,0,0,0,0,0.666666667,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS10,Pre,123.32136,-11.97452,7,Rogaa Bommie,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0.45,0.5,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS100,Pre,119.37575,-17.29965,6,Clerke east reef top C28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
NWS101,Pre,119.38393,-17.35516,6,Clerke Reef - BnB,0,0,0,0,3.5,1,0,1.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,1,6.85,0.5,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.5,0.5,0,0,0.5,0,0,0.5,0,5.9,0,6.85,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0.5,0,0,2.95,0,0,0,0,4.85,1.45,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0
NWS11,Pre,123.33523,-11.98059,5,Hibernia Lagoon SW,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
NWS12,Pre,123.33757,-11.97626,5,Hibernia Lagoon NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6.15,0,0,0,0,0,0,0.5,0,0.45,0,0,0,0,0,0,0,0,2.5
NWS13,Pre,123.3271,-11.9834,7,Golden Sleeper Corner,0,2,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,6.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS14,Pre,123.00392,-12.217,5,Surge Crest East,0,0,0,0.5,0,0,3.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,1.05,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,0,1.45,0,0,0,0,0,1.95,0,0,0.5,0,0,0,0,0,0
NWS15,Pre,123.00575,-12.2159,5,Surge Crest West,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0
NWS16,Pre,122.98389,-12.23963,5,Guardian Reef,0,0,0,0.5,1.95,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.45,0.5,0,0,0,0,0,0,0.45,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0.45,0,0,0,0,0.95,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0.5,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0.5,0,0,1.85,0,0,0,0,0.5,0.95,0,0,0,0,0,0,0,0,0
NWS17,Pre,122.99063,-12.24179,5,Turtle Patch,0,0,0.95,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0.5,0,0,0,1.1,1.6,0,0.55,0,1.55,0,0,0,0,1.6,0,0,0,0,0,1.05,0,0,2.05,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0.5,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0.5,0.55,1.6,0,0,0,5.25,0,0,0,0,0,0,0,0,0
NWS18,Pre,122.98493,-12.24122,5,Busy Bommie,0,0,0,0,1,1,0.5,1.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1.05,0,0,0.5,0,0,0,1,0,0,0,0,1.5,1.55,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2.55,0,0,0,1.05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NWS19,Pre,122.98329,-12.24054,5,Grand Oculis Bommie,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,3.05,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
NWS20,Pre,123.00182,-12.24414,5,Flat's Edge,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,1.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.45,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0
NWS21,Pre,122.99881,-12.24405,5,Hemiplage Bommie,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.45,0.95,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.5,0.5,0,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0.5,0,0,0,0,0,0,1.9,0,0,0,0.5,0,0,0,0.5,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,3.85,0,0,0,1.45,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
NWS22,Pre,122.9864,-12.24109,5,Dotty Reef,0,0,0,0,1.5,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,6.75,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0
NWS23,Pre,122.99001,-12.23384,5,Kuhlii Bommie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,3.4,0,1.95,0,0,0,0,0,0,0,0,22.75,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,0,1.95,0,0,0,0,0,0,1,0,0
NWS24,Pre,122.98531,-12.24264,5,Reel Lost Bommie,0,0,0,0,1,0,13.9,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0.45,0,1.65,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0.55,10.55,0,0,0,0,0,0,0,0,0.45,0,0,0,3.2,0,0,0.55,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS25,Pre,122.98643,-12.23989,5,Eviota Bommie,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
NWS26,Pre,121.99474,-13.62389,2,Seringapatam North,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0.95,0,0,0,0,0.95,0,0,0,0,0.5,0,0,0,0
NWS27,Pre,121.96127,-14.07039,6,Election Day Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0
NWS28,Pre,121.94218,-14.1327,6,Consolation Bommie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0
NWS29,Pre,121.94546,-14.12668,6,Moray Bommie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0
NWS3,Pre,123.3878,-11.9719,7,Cardinal Shoal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS30,Pre,121.9589,-14.14184,6,Longnose Spur,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.45,0,0.45,0,0.45,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0.95,0,0,0.45,0,8.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS31,Pre,121.95693,-14.14383,7,Napoleon Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12.2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NWS32,Pre,121.96473,-14.10934,6,Goby Heaven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS33,Pre,121.95847,-14.05597,7,NE Passage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,6.8,0,0,0,0,2.35,1,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0
NWS34,Pre,121.9653,-14.06257,6,Table Tip,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS35,Pre,121.95083,-14.0717,6,Ian's Anchorage,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1.45,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.45,0,0,0,0,5.45,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS36,Pre,121.78767,-14.0747,7,Fungiid Fields,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0.95,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,2.95,0,0,0,0,0,0,0,0,0
NWS37,Pre,121.78072,-14.0453,6,Stake Edge,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,1.05,0,0,0,3.2,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWS38,Pre,121.77651,-14.06866,6,Chaetodontoides,0,0,0,0,1.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
NWS39,Pre,121.74816,-14.0828,6,Odonus Dropoff,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
